,Depot,"Geiranger, 6216 Geiranger","Storfjordvegen 550, 6260 Skodje","Sæbøvegen 26, 6165 Sæbø","Parkgata 2, 6003 Ålesund","Langsten, 6264 Tennfjord","Ålesund, 6002 Ålesund",Aursnes Kiosk & Bistro,"Blakstad, 6008 Ålesund",Brasserie Posten,"Digernes, 6057 Ellingsøy","Moa, 6010 Ålesund",LORKENESTORGET,Brygga Sportsbar,BROGATA 1,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Straumgjerde,NEDRE STRANDGATE 9,Bunnpris Ørsta,"Volda, 6100 Volda",Café Nova,Det Lille Napoli,KIRKEGATA 1 A,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ulsteinvik, 6065 Ulsteinvik","Fosnavåg, 6090 Fosnavåg","Sunde, 6030 Sunde",Fiskå Brygge Gjestgiveri,"Hareid, 6060 Hareid","Hatlane, 6008 Ålesund",Herøy omsorgssenter,Hjørundfjordheimen,KONGENS GATE 27,Innvik,Innvik Fjordhotell,"Hovdebygda, 6160 Hovdebygda",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Joker Geiranger,Joker Gursken,Joker Larsnes,Joker Loen,Joker Sæbø,Joker Tomrefjord,Joker,Joker Åram,KaffeBaren AS,Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",KONGENS GATE 30,"Larsnes, 6098 Nerlandsøy",KEISER WILHELMS GATE 32,"Hjørungavåg, 6092 Fosnavåg",Meny Fosnavåg,LERSTADVEGEN 291,"Giske, 6050 Valderøya","Solavågen, 6240 Ørskog","HIG, 6010 Ålesund",KORSEGATA 4,POSTVEGEN 11,POSTVEGEN 17,POSTVEGEN 15,"Nordfjordeid, 6770 Nordfjordeid",Nærbutikken Norddal,Nærbutikken Rovde,Olebuda,Quality Hotel Waterfront,SORENSKRIVER BULLS GATE 7,RÅDSTUGATA 3B,"Rekkedal, 6210 Valldal",OLE THORESENS GATE 16,RASMUS RØNNEBERGS GATE 4,SOLAVÅGSEIDET 76,Spar Fiskåbygd,Spar Fosnavåg,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Ulsteinvik,Spar Vartdal,Øvre Geilegrend 1,Esso Spjelkavik,St1 Vegsund,St1 Ørsta,"Ålesund, 6009 Ålesund",Storfjord kulturhus,Stranda Bakeri og Konditori,"Stranda, 6200 Stranda","Stranda, 6200 Stranda",Stranda omsorgssenter,"Sundgata 26, 6030 Sunde","Sykkylven, 6230 Sykkylven",Thon Hotel Baronen,Ulstein Arena,Ulstein sjukeheim,"Rådhuset, 6002 Ålesund","Fiskå, 6139 Fiskå",Volda omsorgssenter sjukeheim,"Ørsta, 6150 Ørsta","Åsehaugen 5, 6017 Ålesund"
Kiwi Ulsteinvik,3201.3,9895.4,5349.3,2797.0,4128.1,5270.8,4116.2,4533.2,3892.2,9834.6,4151.5,4628.2,4085.9,107.6,4221.1,803.4,4792.3,3460.1,3897.5,6590.2,5036.5,4092.5,3323.4,5230.4,4096.0,2154.5,2168.8,104.7,2117.5,4114.2,3204.0,800.2,3819.6,3311.8,4725.3,2067.5,4083.0,83.9,1863.2,2963.1,4883.8,934.1,3944.3,1810.1,3596.6,4120.4,7582.9,7614.9,1855.4,3607.4,5857.3,7931.4,9876.9,1442.7,1778.0,6130.1,3593.4,6460.8,8092.8,4920.2,116.9,2074.7,3997.6,4537.3,2194.1,4760.5,4320.0,3918.8,3300.7,7805.9,3895.2,3851.9,3320.5,3963.6,3220.4,6859.8,5459.3,0.0,4374.4,4082.5,739.1,3376.1,4138.5,3404.7,6501.0,5555.5,3792.7,3323.6,2083.1,4115.6,2002.7,4047.5,649.0,2012.1,3639.5,4866.6,4439.7,3327.1,4051.6,3391.4,3358.8,3363.0,5583.5,8633.7,4447.2,9840.0,4110.9,4097.7,4028.7,7409.8,4369.5,4083.7,2863.9,4826.1,1849.9,1870.0,3437.3,8440.2,3275.2,337.3,6716.2,232.4,3307.6,3523.6,3342.1,3140.8,2058.2,4184.2,6855.8,6862.8,6862.2,6758.5,6758.5,2963.9,4824.3,3272.6,113.5,155.8,4104.3,5018.5,2036.4,2085.2,3981.0
"Valderøy, 6050 Valderøya",1582.1,7672.4,3520.7,5848.4,324.6,3014.0,295.7,2704.6,510.8,7611.6,1928.5,1104.3,305.7,4383.8,171.2,3604.0,2963.7,2368.2,533.3,10266.5,2813.5,356.7,1228.3,3401.8,293.4,5163.3,5908.5,4380.9,5039.9,282.2,1375.4,3593.9,671.8,1141.2,2896.7,5116.4,357.5,4348.0,5993.2,1622.0,9013.8,3798.4,544.0,5940.1,6739.1,384.6,11259.2,11291.2,5356.2,6749.9,3600.5,12061.4,7653.9,5572.7,5908.0,9806.4,6735.9,4204.0,11769.1,9050.2,4393.1,5084.9,389.2,2314.3,5933.8,2931.9,129.2,554.6,1189.6,11935.9,747.4,710.5,1491.9,563.3,2128.5,5031.2,9135.6,4325.8,0.0,307.8,4869.1,2284.2,235.7,1136.2,4278.0,9231.8,881.9,1102.1,5091.8,379.8,6132.7,353.8,3827.5,6142.1,841.1,1342.7,2258.0,1107.7,337.2,1111.5,1078.9,1083.1,9259.8,6410.7,8186.9,7617.0,263.3,379.1,375.2,5186.8,157.2,304.0,1503.6,8956.1,5979.9,5370.8,2345.4,12570.2,1181.5,4467.3,4887.6,4261.0,3855.8,961.5,1156.1,1312.2,5133.7,240.9,5027.2,5034.2,5033.6,4929.9,4929.9,1622.8,2995.7,1178.9,4355.9,4372.9,368.5,9148.5,5776.1,5118.9,599.6
RASMUS RØNNEBERGS GATE 6,1294.0,7384.3,3232.6,5560.3,61.1,2725.9,49.2,2416.5,222.7,7323.5,1640.4,816.2,18.9,4095.7,154.1,3315.9,2675.6,2080.1,245.2,9978.4,2525.4,48.9,940.2,3113.7,29.0,4875.2,5620.4,4092.8,4751.8,47.2,1087.3,3305.8,383.7,853.1,2608.6,4828.3,49.7,4059.9,5705.1,1333.9,8725.7,3510.3,255.9,5652.0,6451.0,76.8,10971.1,11003.1,5068.1,6461.8,3312.4,11773.3,7365.8,5284.6,5619.9,9518.3,6447.8,3915.9,11481.0,8762.1,4105.0,4796.8,96.8,2026.2,5645.7,2643.8,253.0,266.5,901.5,11647.8,459.3,422.4,1203.8,275.2,1840.4,4743.1,8847.5,4037.7,307.4,0.0,4581.0,1996.1,71.5,848.1,3989.9,8943.7,593.8,814.0,4803.7,72.0,5844.6,65.7,3539.4,5854.0,553.0,1054.6,1969.9,819.6,51.8,823.4,790.8,795.0,8971.7,6122.6,7898.8,7328.9,43.9,71.3,81.2,4898.7,302.5,3.8,1215.5,8668.0,5691.8,5082.7,2057.3,12282.1,893.4,4179.2,4599.5,3972.9,3567.7,673.4,868.0,1024.1,4845.6,117.2,4739.1,4746.1,4745.5,4641.8,4641.8,1334.7,2707.6,890.8,4067.8,4084.8,60.7,8860.4,5488.0,4830.8,311.5
Kiwi Myrvåg,3735.7,9741.9,5883.7,2539.3,4662.5,5805.2,4650.6,5067.6,4426.6,9695.7,4685.9,5162.6,4620.3,748.9,4755.5,1337.8,5326.7,3994.5,4431.9,6332.5,5570.9,4626.9,3857.8,5764.8,4630.4,1896.8,1911.1,755.3,1859.8,4648.6,3738.4,1334.6,4354.0,3846.2,5259.7,1809.8,4617.4,750.4,1202.8,3497.5,4241.7,1468.5,4478.7,1149.7,3338.9,4654.8,7325.2,7357.2,1597.7,3349.7,6391.7,7289.3,9723.4,800.6,1135.9,5872.4,3335.7,6995.2,7835.1,4278.1,760.5,1817.0,4532.0,5071.7,1936.4,5294.9,4854.4,4453.2,3835.1,7163.8,4429.6,4386.3,3854.9,4498.0,3754.8,6978.8,5201.6,732.3,4908.8,4616.9,0.0,3910.5,4672.9,3939.1,7035.4,5297.8,4327.1,3858.0,1825.4,4650.0,1360.6,4581.9,1183.4,1351.7,4173.9,5401.0,4974.1,3861.5,4586.0,3925.8,3893.2,3897.4,5325.8,9168.1,4189.5,9690.3,4645.3,4632.1,4563.1,7944.2,4903.9,4618.1,3398.3,4184.0,1189.5,1612.3,3971.7,7798.1,3809.6,600.1,6935.8,808.4,3049.9,4058.0,3876.5,3675.2,1800.5,4718.6,6974.8,6981.8,6981.2,6877.5,6877.5,3498.3,5358.7,3807.0,780.0,701.7,4638.7,4376.4,1778.7,1827.5,4515.4
Kiwi Langevåg,1126.0,7820.1,3274.0,5114.2,2052.8,3195.5,2040.9,2457.9,1816.9,7759.3,2076.2,2552.9,2010.6,3389.7,2145.8,2609.9,2717.0,106.3,1822.2,9532.3,2961.2,2017.2,1248.1,3155.1,2020.7,4429.1,5174.3,3386.8,4305.7,2038.9,1128.7,2599.8,1744.3,1236.5,2650.0,4382.2,2007.7,3353.9,4999.1,887.8,8019.7,2804.3,1869.0,4946.0,6004.9,2045.1,10525.0,10557.0,4622.0,6015.7,3782.0,11067.3,7801.6,4578.6,4913.9,9072.2,6001.7,4385.5,11034.9,8056.1,3399.0,4350.7,1922.3,2462.0,5199.6,2685.2,2244.7,1843.5,1225.4,10941.8,1819.9,1776.6,1245.2,1888.3,203.1,4784.5,8401.4,3331.7,2299.1,2007.2,3875.0,0.0,2063.2,1329.4,4425.7,8497.6,1717.4,1248.3,4357.6,2040.3,5138.6,1972.2,2833.4,5148.0,1564.2,2791.3,2364.4,1251.8,1976.3,1316.1,1283.5,1287.7,8525.6,6558.4,7452.7,7764.7,2035.6,2022.4,1953.4,5334.5,2294.2,2008.4,788.6,7962.0,4985.8,4636.6,83.5,11576.1,1199.9,3473.2,4640.9,3266.9,3121.6,1448.3,1266.8,1065.5,4399.5,2108.9,4780.5,4787.5,4786.9,4683.2,4683.2,888.6,2749.0,1197.3,3361.8,3378.8,2029.0,8154.4,5041.9,4384.7,1905.7
NEDRE STRANDGATE 51,1346.4,7436.7,3285.0,5612.7,99.6,2778.3,64.7,2468.9,275.1,7375.9,1692.8,868.6,70.0,4148.1,82.6,3368.3,2728.0,2132.5,297.6,10030.8,2577.8,121.0,992.6,3166.1,57.7,4927.6,5672.8,4145.2,4804.2,57.2,1139.7,3358.2,436.1,905.5,2661.0,4880.7,121.8,4112.3,5757.5,1386.3,8778.1,3562.7,308.3,5704.4,6503.4,148.9,11023.5,11055.5,5120.5,6514.2,3364.8,11825.7,7418.2,5337.0,5672.3,9570.7,6500.2,3968.3,11533.4,8814.5,4157.4,4849.2,153.5,2078.6,5698.1,2696.2,181.5,318.9,953.9,11700.2,511.7,474.8,1256.2,327.6,1892.8,4795.5,8899.9,4090.1,235.9,72.1,4633.4,2048.5,0.0,900.5,4042.3,8996.1,646.2,866.4,4856.1,144.1,5897.0,118.1,3591.8,5906.4,605.4,1107.0,2022.3,872.0,101.5,875.8,843.2,847.4,9024.1,6175.0,7951.2,7381.3,27.6,143.4,139.5,4951.1,231.0,68.3,1267.9,8720.4,5744.2,5135.1,2109.7,12334.5,945.8,4231.6,4651.9,4025.3,3620.1,725.8,920.4,1076.5,4898.0,45.7,4791.5,4798.5,4797.9,4694.2,4694.2,1387.1,2760.0,943.2,4120.2,4137.2,132.8,8912.8,5540.4,4883.2,363.9
LERSTADVEGEN 545,614.4,6616.7,2553.0,4880.7,896.3,1992.1,884.4,1736.9,660.4,6555.9,872.8,1396.4,854.1,3416.1,989.3,2636.3,1996.0,1400.5,665.7,9298.8,1757.8,860.7,204.3,2434.1,864.2,4195.6,4940.8,3413.2,4072.2,882.4,407.7,2626.2,587.8,185.6,1929.0,4148.7,851.2,3380.3,5025.5,654.3,8046.1,2830.7,712.5,4972.4,5771.4,888.6,10291.5,10323.5,4388.5,5782.2,2578.6,11093.7,6598.2,4605.0,4940.3,8838.7,5768.2,3182.1,10801.4,8082.5,3425.4,4117.2,765.8,1258.6,4966.1,1964.2,1088.2,687.0,165.6,10968.2,663.4,624.5,524.2,731.8,1160.8,4063.5,8167.9,3358.1,1142.6,850.7,3901.4,1316.5,906.7,0.0,3222.3,8264.1,647.2,134.4,4124.1,883.8,5165.0,815.7,2859.8,5174.4,412.1,1634.8,1202.3,249.6,819.8,159.6,127.0,131.2,8292.1,5355.0,7219.2,6561.3,879.1,865.9,796.9,4131.1,1137.7,851.9,535.9,7988.4,5012.2,4403.1,1377.7,11602.5,166.9,3499.6,3919.9,3293.3,2888.1,379.6,117.9,344.5,4166.0,952.4,4059.5,4066.5,4065.9,3962.2,3962.2,655.1,2028.0,169.5,3388.2,3405.2,872.5,8180.8,4808.4,4151.2,749.2
Kiwi Vestnes,3724.1,6181.4,4770.8,7990.4,4034.9,2847.6,4023.0,3954.7,3799.0,6120.6,2512.0,3860.4,3992.7,6525.8,4127.9,5746.0,4213.8,4510.2,3804.3,11640.0,1533.1,3999.3,3332.8,4651.9,4002.8,7305.3,8050.5,6522.9,7181.9,4021.0,3508.8,5735.9,3726.4,3295.3,4146.8,7258.4,3989.8,6490.0,8135.2,3764.0,11155.8,5940.4,3851.1,8082.1,8881.1,4027.2,12632.7,12664.7,7498.2,8891.9,1401.0,14203.4,6162.9,7714.7,8050.0,11179.9,8877.9,796.2,13142.6,11192.2,6535.1,7226.9,3904.4,2214.9,8075.8,4182.0,4226.8,3825.6,3294.1,14077.9,3802.0,3763.1,3354.7,3870.4,4270.5,5765.8,10509.1,6467.8,4281.2,3989.3,7011.1,4426.2,4045.3,3201.2,0.0,11310.8,3756.9,3244.1,7233.8,4022.4,8274.7,3954.3,5969.5,8284.1,3550.7,4773.4,2453.6,3359.3,3958.4,3298.2,3265.6,3269.8,11282.1,4919.7,10328.9,6126.0,4017.7,4004.5,3935.5,3695.8,4276.3,3990.5,3645.6,11098.1,8121.9,7512.8,4487.4,14712.2,3295.4,6609.3,5982.7,6403.0,5997.8,3489.3,3246.4,3454.2,7275.7,4091.0,5759.7,5730.9,5730.3,5892.6,5892.6,3764.8,4245.8,3298.0,6497.9,6514.9,4011.1,11290.5,7918.1,7260.9,3887.8
Kiwi Nordfjordeid,7472.2,7264.7,7513.2,4269.4,8399.0,9541.7,8387.1,7613.3,8163.1,7218.5,8422.4,8899.1,8356.8,4917.0,8492.0,5505.9,7394.0,7992.0,8168.4,3855.3,9307.4,8363.4,7594.3,6878.9,8366.9,3661.0,3117.2,4923.4,3624.0,8385.1,7474.9,5502.7,8090.5,7582.7,7402.0,3574.0,8353.9,4918.5,5781.5,7124.8,4187.6,5636.6,8215.2,5728.4,4259.3,8391.3,4848.0,4880.0,3353.0,4270.1,10128.2,3292.1,7246.2,5361.0,5696.3,3395.2,4256.1,10731.7,4535.5,5106.4,4928.6,3581.2,8268.5,8808.2,3116.1,7412.2,8590.9,8189.7,7571.6,3166.6,8166.1,8122.8,7591.4,8234.5,7752.3,5596.4,2724.4,4900.4,8645.3,8353.4,4657.4,7908.0,8409.4,7675.6,10771.9,0.0,8063.6,7594.5,3589.6,8386.5,5921.0,8318.4,5351.5,5930.4,7910.4,9137.5,8710.6,7598.0,8322.5,7662.3,7629.7,7633.9,180.4,8918.2,5337.9,7213.1,8381.8,8368.6,8299.6,8143.8,8640.4,8354.6,7134.8,4129.9,5768.2,3367.6,7969.2,3800.9,7546.1,4768.2,5553.4,4976.5,4814.1,7794.5,7613.0,7411.7,3564.7,8455.1,5592.4,5599.4,5598.8,5495.1,5495.1,7125.6,7438.6,7543.5,4948.1,4869.8,8375.2,4322.3,3034.7,3591.7,8251.9
SMEDGARDEN 1,982.7,7141.8,2921.3,5249.0,646.1,2517.2,634.2,2105.2,410.2,7081.0,1397.9,1146.2,603.9,3784.4,739.1,3004.6,2364.3,1768.8,415.5,9667.1,2282.9,610.5,630.3,2802.4,614.0,4563.9,5309.1,3781.5,4440.5,632.2,776.0,2994.5,302.4,531.1,2297.3,4517.0,601.0,3748.6,5393.8,1022.6,8414.4,3199.0,462.3,5340.7,6139.7,638.4,10659.8,10691.8,4756.8,6150.5,3103.7,11462.0,7123.3,4973.3,5308.6,9207.0,6136.5,3707.2,11169.7,8450.8,3793.7,4485.5,515.6,1783.7,5334.4,2332.5,838.0,436.8,607.6,11336.5,395.0,233.1,892.5,481.6,1529.1,4431.8,8536.2,3726.4,892.4,600.5,4269.7,1684.8,656.5,659.6,3747.4,8632.4,0.0,552.4,4492.4,633.6,5533.3,565.5,3228.1,5542.7,346.0,1384.6,1727.4,497.6,569.6,634.9,602.3,606.5,8660.4,5880.1,7587.5,7086.4,628.9,615.7,546.7,4656.2,887.5,601.7,904.2,8356.7,5380.5,4771.4,1746.0,11970.8,582.1,3867.9,4288.2,3661.6,3256.4,351.4,554.5,712.8,4534.3,702.2,4427.8,4434.8,4434.2,4330.5,4330.5,1023.4,2396.3,579.5,3756.5,3773.5,622.3,8549.1,5176.7,4519.5,499.0
"Vallekrysset, 6013 Ålesund",531.9,6637.2,2470.5,4798.2,869.9,2012.6,858.0,1654.4,634.0,6576.4,893.3,1370.0,827.7,3333.6,962.9,2553.8,1913.5,1318.0,639.3,9216.3,1778.3,834.3,150.9,2351.6,837.8,4113.1,4858.3,3330.7,3989.7,856.0,325.2,2543.7,561.4,75.9,1846.5,4066.2,824.8,3297.8,4943.0,571.8,7963.6,2748.2,686.1,4889.9,5688.9,862.2,10209.0,10241.0,4306.0,5699.7,2599.1,11011.2,6618.7,4522.5,4857.8,8756.2,5685.7,3202.6,10718.9,8000.0,3342.9,4034.7,739.4,1279.1,4883.6,1881.7,1061.8,660.6,112.2,10885.7,637.0,598.1,441.7,705.4,1078.3,3981.0,8085.4,3275.6,1116.2,824.3,3818.9,1234.0,880.3,146.5,3242.8,8181.6,537.5,0.0,4041.6,857.4,5082.5,789.3,2777.3,5091.9,385.7,1608.4,1222.8,139.9,793.4,133.2,100.6,104.8,8209.6,5375.5,7136.7,6581.8,852.7,839.5,770.5,4151.6,1111.3,825.5,453.4,7905.9,4929.7,4320.6,1295.2,11520.0,113.5,3417.1,3837.4,3210.8,2805.6,269.9,78.7,262.0,4083.5,926.0,3977.0,3984.0,3983.4,3879.7,3879.7,572.6,1945.5,116.1,3305.7,3322.7,846.1,8098.3,4725.9,4068.7,722.8
"Ørsta, 6150 Ørsta",3907.2,8584.1,4946.9,756.6,4834.0,5976.7,4822.1,4452.5,4598.1,8537.9,4857.4,5334.1,4791.8,2083.8,4927.0,2672.7,4233.2,4427.0,4603.4,5174.7,5742.4,4798.4,4029.3,4597.8,4801.9,123.6,853.9,2090.2,59.0,4820.1,3909.9,2669.5,4525.5,4017.7,4241.2,61.8,4788.9,2085.3,2948.3,3559.8,4902.0,2803.4,4650.2,2895.2,1647.3,4826.3,6167.4,6199.4,301.6,1658.1,6563.2,7345.7,8565.6,2527.8,2863.1,4714.6,1644.1,7166.7,6677.3,5717.9,2095.4,43.8,4703.5,5243.2,879.2,4251.4,5025.9,4624.7,4006.6,7220.2,4601.1,4557.8,4026.4,4669.5,4187.3,5821.0,4043.8,2067.2,5080.3,4788.4,1824.2,4343.0,4844.4,4110.6,7206.9,4140.0,4498.6,4029.5,0.0,4821.5,3087.8,4753.4,2518.3,3097.2,4345.4,5572.5,5145.6,4033.0,4757.5,4097.3,4064.7,4068.9,4168.0,9339.6,3132.3,8532.5,4816.8,4803.6,4734.6,8115.7,5075.4,4789.6,3569.8,4844.3,2935.0,316.2,4404.2,7854.5,3981.1,1935.0,5778.0,2143.3,1249.1,4229.5,4048.0,3846.7,79.1,4890.1,5817.0,5824.0,5823.4,5719.7,5719.7,3560.6,4277.8,3978.5,2114.9,2036.6,4810.2,5036.7,721.5,64.3,4686.9
KONGENS GATE 30,1323.2,7413.5,3261.8,5589.5,138.3,2755.1,126.4,2445.7,251.9,7352.7,1669.6,845.4,96.1,4124.9,231.3,3345.1,2704.8,2109.3,274.4,10007.6,2554.6,30.7,969.4,3142.9,106.2,4904.4,5649.6,4122.0,4781.0,124.4,1116.5,3335.0,412.9,882.3,2637.8,4857.5,77.4,4089.1,5734.3,1363.1,8754.9,3539.5,285.1,5681.2,6480.2,4.8,11000.3,11032.3,5097.3,6491.0,3341.6,11802.5,7395.0,5313.8,5649.1,9547.5,6477.0,3945.1,11510.2,8791.3,4134.2,4826.0,107.7,2055.4,5674.9,2673.0,330.2,295.7,930.7,11677.0,488.5,451.6,1233.0,304.4,1869.6,4772.3,8876.7,4066.9,384.6,77.2,4610.2,2025.3,148.7,877.3,4019.1,8972.9,623.0,843.2,4832.9,0.0,5873.8,83.0,3568.6,5883.2,582.2,1083.8,1999.1,848.8,99.5,852.6,820.0,824.2,9000.9,6151.8,7928.0,7358.1,121.1,16.4,92.1,4927.9,379.7,81.0,1244.7,8697.2,5721.0,5111.9,2086.5,12311.3,922.6,4208.4,4628.7,4002.1,3596.9,702.6,897.2,1053.3,4874.8,194.4,4768.3,4775.3,4774.7,4671.0,4671.0,1363.9,2736.8,920.0,4097.0,4114.0,70.2,8889.6,5517.2,4860.0,340.7
"Larsnes, 6098 Nerlandsøy",4998.6,11004.8,7146.6,3802.2,5925.4,7068.1,5913.5,6330.5,5689.5,10958.6,5948.8,6425.5,5883.2,2011.8,6018.4,2600.7,6589.6,5257.4,5694.8,7595.4,6833.8,5889.8,5120.7,7027.7,5893.3,3159.7,3174.0,2018.2,3122.7,5911.5,5001.3,2597.5,5616.9,5109.1,6522.6,3072.7,5880.3,2013.3,2491.5,4760.4,3468.6,2731.4,5741.6,2438.4,4601.8,5917.7,8588.1,8620.1,2860.6,4612.6,7654.6,6516.2,10986.3,608.1,362.8,7135.3,4598.6,8258.1,9098.0,3505.0,2023.4,3079.9,5794.9,6334.6,3199.3,6557.8,6117.3,5716.1,5098.0,6390.7,5692.5,5649.2,5117.8,5760.9,5017.7,8241.7,6464.5,1995.2,6171.7,5879.8,1367.4,5173.4,5935.8,5202.0,8298.3,6560.7,5590.0,5120.9,3088.3,5912.9,0.0,5844.8,2446.3,2640.4,5436.8,6663.9,6237.0,5124.4,5848.9,5188.7,5156.1,5160.3,6588.7,10431.0,4225.0,10953.2,5908.2,5895.0,5826.0,9207.1,6166.8,5881.0,4661.2,3410.9,2478.2,2875.2,5234.6,7025.0,5072.5,1863.0,8198.7,2071.3,4312.8,5320.9,5139.4,4938.1,3063.4,5981.5,8237.7,8244.7,8244.1,8140.4,8140.4,4761.2,6621.6,5069.9,2042.9,1964.6,5901.6,3603.3,3041.6,3090.4,5778.3
KEISER WILHELMS GATE 32,1263.6,7353.9,3202.2,5529.9,124.0,2695.5,112.1,2386.1,192.3,7293.1,1610.0,785.8,81.8,4065.3,217.0,3285.5,2645.2,2049.7,214.8,9948.0,2495.0,58.2,909.8,3083.3,91.9,4844.8,5590.0,4062.4,4721.4,110.1,1056.9,3275.4,353.3,822.7,2578.2,4797.9,57.1,4029.5,5674.7,1303.5,8695.3,3479.9,225.5,5621.6,6420.6,96.6,10940.7,10972.7,5037.7,6431.4,3282.0,11742.9,7335.4,5254.2,5589.5,9487.9,6417.4,3885.5,11450.6,8731.7,4074.6,4766.4,49.9,1995.8,5615.3,2613.4,315.9,236.1,871.1,11617.4,428.9,392.0,1173.4,244.8,1810.0,4712.7,8817.1,4007.3,370.3,62.9,4550.6,1965.7,134.4,817.7,3959.5,8913.3,563.4,783.6,4773.3,91.8,5814.2,0.0,3509.0,5823.6,522.6,1024.2,1939.5,789.2,58.4,793.0,760.4,764.6,8941.3,6092.2,7868.4,7298.5,106.8,71.8,27.7,4868.3,365.4,66.7,1185.1,8637.6,5661.4,5052.3,2026.9,12251.7,863.0,4148.8,4569.1,3942.5,3537.3,643.0,837.6,993.7,4815.2,180.1,4708.7,4715.7,4715.1,4611.4,4611.4,1304.3,2677.2,860.4,4037.4,4054.4,92.7,8830.0,5457.6,4800.4,281.1
"Hjørungavåg, 6092 Fosnavåg",2702.9,9397.0,4850.9,3240.9,3629.7,4772.4,3617.8,4034.8,3393.8,9336.2,3653.1,4129.8,3587.5,697.7,3722.7,305.0,4293.9,2961.7,3399.1,7034.1,4538.1,3594.1,2825.0,4732.0,3597.6,2598.4,2612.7,694.8,2561.4,3615.8,2705.6,301.8,3321.2,2813.4,4226.9,2511.4,3584.6,661.9,2307.1,2464.7,5327.7,435.7,3445.9,2254.0,4040.5,3622.0,8026.8,8058.8,2299.3,4051.3,5358.9,8375.3,9378.5,1886.6,2221.9,6574.0,4037.3,5962.4,8536.7,5364.1,707.0,2518.6,3499.2,4038.9,2638.0,4262.1,3821.6,3420.4,2802.3,8249.8,3396.8,3353.5,2822.1,3465.2,2722.0,6361.4,5903.2,639.7,3876.0,3584.1,1183.0,2877.7,3640.1,2906.3,6002.6,5999.4,3294.3,2825.2,2527.0,3617.2,2446.6,3549.1,0.0,2456.0,3141.1,4368.2,3941.3,2828.7,3553.2,2893.0,2860.4,2864.6,6027.4,8135.3,4891.1,9341.6,3612.5,3599.3,3530.3,6911.4,3871.1,3585.3,2365.5,5270.0,2293.8,2313.9,2938.9,8884.1,2776.8,781.2,6217.8,574.9,3751.5,3025.2,2843.7,2642.4,2502.1,3685.8,6357.4,6364.4,6363.8,6260.1,6260.1,2465.5,4325.9,2774.2,669.8,686.8,3605.9,5462.4,2480.3,2529.1,3482.6
Meny Fosnavåg,5012.7,11018.9,7160.7,3816.3,5939.5,7082.2,5927.6,6344.6,5703.6,10972.7,5962.9,6439.6,5897.3,2025.9,6032.5,2614.8,6603.7,5271.5,5708.9,7609.5,6847.9,5903.9,5134.8,7041.8,5907.4,3173.8,3188.1,2032.3,3136.8,5925.6,5015.4,2611.6,5631.0,5123.2,6536.7,3086.8,5894.4,2027.4,206.7,4774.5,5518.7,2745.5,5755.7,271.2,4615.9,5931.8,8602.2,8634.2,2874.7,4626.7,7668.7,8566.3,11000.4,2077.6,2412.9,7149.4,4612.7,8272.2,9112.1,5555.1,2037.5,3094.0,5809.0,6348.7,3213.4,6571.9,6131.4,5730.2,5112.1,8440.8,5706.6,5663.3,5131.9,5775.0,5031.8,8255.8,6478.6,2009.3,6185.8,5893.9,1362.3,5187.5,5949.9,5216.1,8312.4,6574.8,5604.1,5135.0,3102.4,5927.0,2637.6,5858.9,2460.4,0.0,5450.9,6678.0,6251.1,5138.5,5863.0,5202.8,5170.2,5174.4,6602.8,10445.1,5466.5,10967.3,5922.3,5909.1,5840.1,9221.2,6180.9,5895.1,4675.3,5461.0,195.0,2889.3,5248.7,9075.1,5086.6,1877.1,8212.8,2085.4,4326.9,5335.0,5153.5,4952.2,3077.5,5995.6,8251.8,8258.8,8258.2,8154.5,8154.5,4775.3,6635.7,5084.0,2057.0,1978.7,5915.7,5653.4,3055.7,3104.5,5792.4
