,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
"Gate 1, 6718 Deknepollen",147894.8,151001.3,162154.9,162354.1,181146.1,162042.5,165393.8,177151.2,162217.7,149103.9,164644.4,161653.3,186945.9,21778.9,54095.5,109922.4,159493.0,3148.0,179772.6,99764.3,162048.2,100497.4,171477.8,164178.8,173893.9,151892.0,92995.3,102075.4,165473.8,54482.3,94726.6,145966.1,159490.3,153449.2,159867.8,165836.7,148970.8,109860.6,157802.8,150911.7,174029.1,172811.0,101513.8,161956.6,186864.4,93861.5,99949.7,151911.1,54316.3,54808.2,173415.8,159999.6,0.0,117600.2,205551.7,54502.8,99973.9,205351.3,176636.8,128757.8,165163.8,199633.2,176024.5,179817.6,100816.5,101729.7,161179.0,171551.2,94551.2,173864.6,164498.5,159636.3,150837.2,158300.8,3199.5,156677.2,151129.7,151933.3,145609.2,99758.1,100490.8,161994.8,91260.9,153765.1,162575.9,152221.4,205404.3,54486.8,155452.9,151217.2,101825.4,120018.7,109997.6,154356.4,154410.6,54561.4,36.7,164534.7,173.9,93066.3,103987.5,163308.6,54916.9,158402.2,165488.8,5801.3,100448.9,161879.8,218098.8,170257.1,162043.7,162349.6,173443.0,54259.5,170758.5,145621.5,144446.7,176348.5,108388.1,89957.0,98527.9,154416.1,150670.8,145066.6,193109.5,207310.5,101496.7,164552.4,121779.0,94387.6,153190.7,162279.1,151213.8,176148.6,101122.6,205449.8,179530.7,171165.1,145940.3,99948.5,178086.5,164549.5,162301.7,162492.4,218071.0,206302.3,161533.9,164575.2,164822.7,168930.1,125517.9,178604.6,178749.0,94135.3,160861.5,153495.0
"Hellesylt, 6218 Hellesylt",74511.4,74015.5,85169.1,85368.3,104160.4,85056.8,88408.0,90624.1,85231.9,71015.7,87658.6,84667.5,100418.8,95829.3,64141.1,100857.5,82507.2,119094.5,86260.0,50253.1,85062.5,91432.6,94492.1,46578.6,87366.8,82753.0,59037.9,67072.1,78946.7,63552.8,58127.8,28365.9,82504.6,66345.0,82882.0,88850.9,70659.7,100795.7,80817.1,73925.9,56428.9,95825.2,66470.2,84970.8,100337.3,39326.5,50438.4,74925.3,63924.6,63668.1,96430.1,83013.9,117591.6,0.0,89311.0,63740.7,50462.7,118824.1,99651.0,79246.6,47563.6,113106.1,89497.4,102831.9,91751.7,66726.3,84193.3,80776.3,57952.4,56264.3,87512.8,82650.5,73851.4,81315.1,114601.9,79691.4,68435.2,82794.2,28009.0,50246.9,91425.9,85009.0,88008.6,84626.1,85590.2,75235.6,89163.6,63449.0,78467.1,74231.4,66337.3,70507.5,106745.2,77370.6,85271.6,63922.8,117628.3,46934.5,117588.2,58949.5,95396.2,86322.8,63377.2,81416.4,78961.6,123157.6,91384.0,84894.0,131571.6,93271.4,85057.9,85363.8,79930.4,64123.4,81923.1,28021.2,75118.3,95943.4,105135.8,27777.7,65294.7,85277.1,73685.0,27466.4,106582.4,74554.8,92431.9,46952.2,86500.5,58249.2,76204.9,85293.4,74228.1,99162.9,92057.7,89209.1,86018.1,84638.0,28340.1,50437.3,101100.7,46949.3,85316.0,85506.6,131543.9,90061.6,84548.2,46975.0,47222.5,75004.9,90239.5,101618.8,101763.3,57989.3,83875.8,76509.2
Helsehuset Stella Maris,60664.2,55947.8,65336.9,65536.1,84328.1,65224.5,68575.8,38669.3,65399.7,58663.8,67826.4,64835.3,51669.7,166311.7,153499.4,78288.7,62675.0,189100.6,26109.8,139611.3,65230.2,88460.9,74659.8,67566.0,38427.6,68905.8,113522.6,104393.1,41142.6,152911.1,114577.5,61757.9,62672.4,51784.7,63049.8,66398.7,56099.5,78148.9,60984.8,55257.3,55938.0,75993.0,104378.1,65138.6,51588.2,131186.3,139796.7,55093.1,153282.8,153026.4,76597.8,63181.7,187597.8,89358.3,0.0,153099.0,139820.9,70075.1,79818.8,137598.0,41897.6,12472.9,36429.9,82999.6,88585.2,104083.1,64361.1,35996.1,115078.5,56145.9,67680.5,62818.3,55043.5,61482.8,184608.1,60268.3,53875.0,68947.1,61621.1,139605.1,88454.3,65176.8,97255.6,70778.9,65757.9,53976.1,241.4,152807.3,59682.6,54860.4,104175.5,146375.3,115992.3,57947.4,71424.4,153281.0,187634.5,67921.9,187594.3,113593.6,184754.5,66490.6,152735.5,61584.2,41157.6,193163.8,89836.0,65061.8,82822.6,61680.9,65225.7,65531.6,34688.3,153481.6,37143.0,61413.3,61271.1,55329.9,114382.8,117136.0,107587.6,71429.9,55149.8,63434.8,57833.3,12632.0,87382.5,67939.6,84013.8,114293.3,57333.4,65461.1,54931.4,79330.7,89224.8,199.1,26180.6,44024.5,62364.6,139795.5,81268.5,67936.7,65483.7,65674.4,82794.8,1139.4,64715.9,67962.4,68209.9,37645.7,80412.5,81786.6,81931.0,114662.6,64043.5,58008.8
"Sjukehusveien 14, 6770 Nordfjordeid",94168.7,97275.2,108428.8,108628.0,127420.0,108316.4,111667.6,123425.1,108491.6,95377.7,110918.3,107927.1,133219.8,32734.8,484.4,80364.7,105766.9,55999.9,126046.5,45885.2,108322.1,70939.7,117751.7,110299.7,120167.8,98165.8,39269.2,48349.3,111747.6,437.8,41000.4,92087.0,105764.2,99723.1,106141.6,112110.6,95244.7,80302.9,104076.7,97185.6,120150.0,119084.9,47787.6,108230.4,133138.3,40710.8,46070.5,98184.9,267.8,72.6,119689.7,106273.5,54497.1,63721.1,151825.5,0.0,46094.8,151625.1,122910.7,74878.7,111284.7,145907.1,122298.4,126091.5,71258.8,48003.5,107452.9,117825.1,40825.0,119985.4,110772.4,105910.1,97111.0,104574.7,51507.4,102951.1,97403.6,98207.1,91730.1,45879.0,70933.1,108268.7,67515.7,100039.0,108849.8,98495.2,151678.1,1335.1,101726.7,97491.1,48099.3,66139.6,86252.4,100630.2,100684.5,428.4,54533.8,110655.6,54493.6,39340.1,49654.1,109582.5,583.5,104676.0,111762.6,60063.1,70891.1,108153.6,164372.6,116531.0,108317.5,108623.4,119716.9,466.6,117032.3,91742.3,90720.5,122622.3,84642.9,36077.8,44801.8,100689.9,96944.6,91187.5,139383.4,153584.4,71939.0,110673.2,68052.9,40661.5,99464.5,108553.0,97487.7,122422.5,71564.9,151723.7,125804.6,117439.0,92061.2,46069.4,124360.4,110670.4,108575.6,108766.3,164344.9,152576.1,107807.8,110696.1,110943.6,115204.0,71791.8,124878.4,125022.9,40409.2,107135.4,99768.8
Isehaug kafeteria,111733.3,114839.7,125993.3,126192.5,144984.6,125881.0,129232.2,141030.0,126056.1,112942.3,128482.8,125491.7,150824.6,78190.6,46502.4,99974.4,123331.4,101455.8,136665.9,351.2,125886.7,90549.5,135316.3,107329.5,137772.6,115730.4,58154.8,66189.0,129352.5,45914.1,57244.7,78771.7,123328.8,116750.8,123706.2,129675.1,112809.2,99912.7,121641.3,114750.1,106834.8,136649.4,65587.1,125795.0,150743.1,38443.4,416.6,115749.5,46285.9,46029.4,137254.3,123838.1,99952.9,50405.9,139716.9,46102.0,0.0,169230.0,140475.2,29122.4,97969.5,163511.9,139903.3,143656.1,90868.6,65843.3,125017.5,131182.1,57069.4,106670.2,128337.0,123474.7,114675.6,122139.3,96963.2,120515.6,118841.1,115771.7,78414.8,285.6,90542.9,125833.2,87125.4,117603.6,126414.4,116059.8,139569.4,45810.3,119291.3,115055.6,65454.2,20383.3,105862.1,118194.8,118249.1,46284.1,99989.6,107685.4,99949.5,58066.4,45843.4,127147.0,45738.5,122240.6,129367.5,105518.9,90500.9,125718.2,181977.5,134095.6,125882.1,126188.0,130336.2,46484.7,132329.0,78427.1,108285.1,140186.9,104252.7,22762.6,64411.6,118254.5,114509.2,77872.2,156988.2,124960.6,91548.8,107703.1,85617.4,57366.1,117029.1,126117.6,115052.3,139987.1,91174.6,139615.0,136424.0,135043.8,78746.0,424.0,141924.9,107700.2,126140.2,126330.8,181949.7,140467.4,125372.4,107725.9,107973.4,125410.7,89356.4,142443.0,142587.5,57106.2,124700.0,117333.4
"Haramsøya, 6270 Brattvåg",60216.7,55500.4,65345.0,65544.2,76993.5,65232.7,68583.9,35151.9,65407.9,58216.4,67834.5,64843.4,19533.0,165864.2,171892.2,77841.3,62227.6,188653.2,52330.3,169175.1,65238.4,88013.4,67325.2,96818.7,31894.6,68458.3,113075.2,103945.6,40481.7,171303.9,114130.1,96504.6,62224.9,58570.7,62602.3,59514.5,58083.3,77701.4,60537.4,54809.9,62724.0,68658.4,103930.7,65146.7,19788.5,130738.8,169360.4,54645.6,171675.6,171419.1,69263.2,62734.2,187150.4,118922.0,70085.6,171491.8,169384.7,0.0,72484.2,166850.7,71150.3,57633.9,34025.2,75665.0,88137.7,103635.6,64369.2,42241.9,114631.1,62931.8,67688.7,62370.8,54596.0,61035.4,184160.6,59820.8,60242.2,68499.6,96147.7,169168.9,88006.8,65184.9,96808.1,70331.5,65766.1,53528.7,69938.2,170443.1,59235.1,54412.9,103728.0,175628.0,115544.8,57500.0,70977.0,171673.8,187187.1,97174.7,187146.9,113146.2,214318.2,66498.8,171128.3,61136.7,40496.7,192716.4,89388.6,65069.9,13048.8,54796.7,65233.8,65539.7,46000.7,171874.4,41449.2,96160.0,60823.6,48445.6,113935.4,146699.7,107140.1,70982.4,54702.4,94716.8,12239.0,79868.2,86935.1,97192.3,83566.3,113845.8,56885.9,65469.3,54484.0,71996.0,88777.4,69983.7,52088.4,37140.3,95989.9,169359.3,73933.9,97189.4,65491.9,65682.5,13021.1,69689.5,64724.1,97215.2,97462.6,44431.6,79965.0,74451.9,74596.4,114215.2,64052.0,57561.4
Godøya post i butikk,31659.0,25800.8,17513.9,17713.1,4895.0,17401.6,20752.8,44274.8,17576.7,29658.6,20003.4,17012.3,54069.4,137306.5,143334.5,49283.6,17735.8,160095.5,54136.4,140449.9,17407.3,59455.7,9741.1,98624.8,41017.5,39900.6,84517.5,75387.9,39837.6,142746.1,85572.4,77383.4,17538.1,34004.0,17712.3,13747.9,29525.6,49143.7,19892.0,26062.2,43602.8,11074.2,75373.0,17315.6,53988.0,102181.1,140635.3,25557.3,143117.9,142861.4,6993.8,17844.2,158592.6,99800.8,79915.4,142934.1,140659.6,72474.8,0.0,168656.8,72956.4,66756.8,43148.1,18406.7,59580.0,75077.9,16538.1,43368.0,86073.3,43810.6,19857.6,17879.1,26740.0,20390.0,155602.9,20313.9,31684.5,39941.9,77026.6,140443.7,59449.1,17353.8,68250.4,41773.8,17935.0,26037.1,79768.1,141885.4,21954.9,25855.2,75170.3,160704.3,86987.1,22738.6,42419.3,143116.1,158629.3,98980.7,158589.2,84588.4,185593.1,18667.6,142570.5,19003.0,39852.5,164158.6,60830.9,17238.8,85222.3,18168.4,17402.7,17708.6,47806.8,143316.7,42575.3,77038.8,32265.9,24259.7,85377.7,117974.6,78582.4,42424.7,27048.1,75595.7,60233.0,81674.3,58377.4,98998.4,55008.6,85288.1,24118.2,17638.2,25926.2,14737.7,60219.6,79813.6,53894.5,35889.6,76868.7,140634.1,16675.5,98995.5,17660.8,17851.4,85194.6,80666.0,16893.0,99021.2,99268.7,43293.9,51407.3,17193.6,17338.1,85657.5,16220.9,23632.3
Joker Hjelledalen,140517.1,144746.4,154135.5,154334.7,173126.7,154023.1,157374.4,138809.3,154198.3,147462.4,156625.0,153633.9,148603.9,106974.5,75286.3,128758.3,151473.6,130239.6,114908.4,29121.4,154028.9,119333.3,163458.4,78243.2,135551.9,144514.3,86938.7,94972.8,129941.2,74697.9,86028.6,107555.6,151471.0,140583.4,151848.4,155197.4,144898.1,128696.5,149783.4,144055.9,135618.6,164791.6,94370.9,153937.2,148522.5,67227.3,29354.5,143891.7,75069.7,74813.3,165396.4,151980.3,128736.8,79189.7,137641.9,74885.9,29119.2,167009.3,168617.4,0.0,95894.5,149572.1,137682.6,171798.2,119652.4,94627.1,153159.7,124794.7,85853.2,135454.0,156479.1,151616.9,143842.1,150281.5,125747.0,149066.9,142673.6,144555.5,107198.7,29176.7,119326.7,153975.4,115909.3,146387.4,154556.6,142774.7,137494.5,74594.2,148481.2,143659.0,94238.0,8813.4,134646.0,146746.1,147032.9,75067.9,128773.5,78599.1,128733.3,86850.3,74627.2,155289.2,74522.4,150382.8,129956.2,134302.8,119284.8,153860.4,179756.8,150479.5,154024.3,154330.2,123486.9,75268.5,125941.6,107211.0,137069.0,144128.5,133036.5,51546.5,93195.4,147038.4,143948.5,106656.1,154767.5,122885.7,120332.6,78616.8,114401.3,86150.0,146132.0,154259.8,143730.0,168129.3,119958.5,137540.0,114979.2,132823.1,107529.8,28937.2,170067.1,78613.9,154282.4,154473.0,179729.1,138392.5,153514.6,78639.6,78887.1,126444.3,118140.2,170585.2,170729.6,85890.0,152842.1,146807.4
Joker Stordal,53642.2,48925.8,58314.9,58514.1,77306.1,58202.5,61553.8,42988.7,58377.7,51641.8,60804.4,57813.3,52783.3,143363.9,111675.8,71266.7,55653.0,166629.1,19087.8,97787.7,58208.2,81438.9,67637.8,25742.4,39731.3,61883.8,106500.6,97371.1,34120.6,111087.4,107555.5,19934.3,55650.4,44762.8,56027.8,59376.8,49077.5,71126.9,53962.8,48235.3,48916.1,68971.0,97356.1,58116.6,52701.9,86861.1,97973.0,48071.1,111459.2,111202.7,69575.8,56159.7,165126.2,47534.6,41821.3,111275.3,97997.3,71188.7,72796.8,95774.4,0.0,53751.5,41862.0,75977.6,81563.2,97061.1,57339.1,28974.1,108056.5,49123.9,60658.5,55796.3,48021.5,54460.8,162136.5,53246.3,46853.0,61925.1,19797.4,97781.5,81432.3,58154.8,90233.6,63756.9,58735.9,46954.1,41673.9,110983.6,52660.6,47838.4,97153.5,104551.6,108970.3,50925.5,64402.4,111457.4,165162.9,26098.3,165122.8,106571.6,142930.8,59468.6,110911.8,54562.2,34135.6,170692.2,82814.1,58039.8,83936.2,54658.9,58203.7,58509.6,27666.3,111658.0,30121.0,19589.6,54249.1,48307.9,107360.8,75312.3,100565.6,64407.9,48127.9,21611.2,58946.9,27065.1,80360.6,26115.9,76991.8,107271.3,50311.4,58439.1,47909.4,72308.7,82202.8,41719.4,19158.6,37002.5,20540.9,97971.9,74246.5,26113.1,58461.7,58652.4,83908.5,42571.9,57694.0,26138.8,26386.3,30623.7,73390.5,74764.6,74909.0,107640.7,57021.5,50986.8
Joker Tomrefjord,54545.5,49829.2,59673.9,59873.1,71322.3,59561.5,62912.7,26242.1,59736.7,52545.2,62163.3,59172.2,39242.6,160193.0,166221.0,72170.1,56556.4,182982.0,37951.7,163503.9,59567.2,82342.2,61654.0,79408.0,26000.4,62787.1,107404.0,98274.4,34810.5,165632.7,108458.9,73599.9,56553.7,52899.5,56931.2,53843.3,52412.1,72030.2,54866.2,49138.7,57052.8,62987.2,98259.5,59475.5,39161.1,125067.6,163689.2,48974.4,166004.4,165748.0,63592.0,57063.0,181479.2,113250.8,12497.6,165820.6,163713.5,57648.0,66813.0,149439.9,53739.5,0.0,24002.7,69993.8,82466.5,97964.4,58698.0,36570.7,108959.9,57260.6,62017.5,56699.7,48924.9,55364.2,178489.4,54149.7,54571.0,62828.4,73463.0,163497.7,82335.6,59513.7,91137.0,64660.3,60094.9,47857.5,12350.2,164771.9,53563.9,48741.7,98056.8,158217.2,109873.6,51828.8,65305.8,166002.6,181515.9,79763.9,181475.7,107475.0,208647.0,60827.6,165457.1,55465.5,34825.5,187045.2,83717.4,59398.7,70395.4,49125.5,59562.6,59868.5,46530.2,166203.3,35778.0,73255.2,55152.4,42774.5,108264.2,141028.5,101468.9,65311.3,49031.2,89045.6,45406.2,24473.9,81263.9,79781.5,77895.1,108174.6,51214.7,59798.1,48812.8,66324.8,83106.2,12395.7,38022.6,31469.1,74206.5,163688.1,68262.7,79778.6,59820.7,60011.4,70367.7,12101.5,59052.9,79804.4,80051.8,38760.4,74293.8,68780.7,68925.2,108544.0,58380.9,51890.2
Joker Vatne,30926.6,26210.3,36055.0,36254.2,47703.4,35942.6,39293.8,2623.3,36117.8,28926.3,38544.5,35553.3,15623.7,136574.1,142602.1,48551.2,32937.5,159363.1,23040.2,139885.0,35948.3,58723.4,38035.1,67528.7,2381.5,39168.3,83785.1,74655.5,11191.6,142013.8,84840.0,67214.5,32934.8,29280.6,33312.3,30224.4,28793.3,48411.4,31247.3,25519.8,33433.9,39368.3,74640.6,35856.7,15542.2,101448.7,140070.4,25355.6,142385.6,142129.1,39973.1,33444.2,157860.3,89631.9,36467.3,142201.7,140094.6,34029.1,43194.1,137560.6,41860.2,24015.5,0.0,46374.9,58847.6,74345.5,35079.1,12951.8,85341.0,33641.7,38398.6,33080.8,25306.0,31745.3,154870.5,30530.8,30952.1,39209.5,66857.7,139878.8,58716.8,35894.9,67518.1,41041.4,36476.0,24238.6,36319.9,141153.1,29945.0,25122.9,74438.0,146337.9,86254.8,28209.9,41686.9,142383.8,157897.0,67884.6,157856.8,83856.1,185028.2,37208.7,141838.2,31846.7,11206.6,163426.3,60098.5,35779.8,46776.6,25506.6,35943.7,36249.7,16710.6,142584.4,12159.1,66869.9,31533.6,19155.6,84645.3,117409.7,77850.1,41692.4,25412.3,65426.8,21787.3,48443.6,57645.0,67902.2,54276.3,84555.7,27595.8,36179.2,25193.9,42705.9,59487.3,36365.4,22798.3,7850.2,66699.8,140069.2,44643.8,67899.3,36201.8,36392.5,46748.8,36071.2,35434.0,67925.1,68172.5,15141.5,50674.9,45161.9,45306.3,84925.1,34762.0,28271.3
Vigra post i butikk,34847.2,28989.0,20702.2,20901.4,22877.7,20589.8,23941.0,47463.0,20765.0,32846.9,23191.6,20200.5,57257.7,140494.7,146522.7,52471.8,20924.0,163283.7,57324.6,143638.1,20595.5,62643.9,11713.2,101813.1,44205.7,43088.8,87705.7,78576.1,43025.8,145934.4,88760.6,80571.6,20726.3,37192.2,20900.5,16936.1,32713.8,52331.9,23080.3,29250.5,46791.0,10542.2,78561.2,20503.8,57176.2,105369.3,143823.5,28745.5,146306.1,146049.6,15147.4,21032.4,161780.9,102989.0,83103.7,146122.3,143847.8,75663.1,18368.4,171845.0,76144.6,69945.0,46336.3,0.0,62768.2,78266.1,19726.3,46556.2,89261.6,46998.8,23045.8,21067.3,29928.2,23578.3,158791.1,23502.1,34872.7,43130.1,80214.8,143631.9,62637.3,20542.0,71438.6,44962.0,21123.2,29225.3,82956.3,145073.6,25143.1,29043.4,78358.5,163892.5,90175.3,25926.9,45607.5,146304.3,161817.6,102169.0,161777.4,87776.7,188781.3,21855.9,145758.8,22191.2,43040.7,167346.8,64019.1,20427.0,88410.6,21356.6,20590.9,20896.8,50995.0,146504.9,45763.5,80227.0,35454.1,27447.9,88565.9,121162.8,81770.6,45612.9,30236.3,78783.9,63421.3,84862.5,61565.6,102186.6,58196.8,88476.3,27306.4,20826.4,29114.4,3669.0,63407.8,83001.8,57082.7,39077.8,80056.9,143822.4,2363.1,102183.7,20849.0,21039.6,88382.8,83854.2,20081.2,102209.5,102456.9,46482.1,54595.5,4427.4,4571.9,88845.7,19409.2,26820.5
"Ulsteinvik, 6065 Ulsteinvik",31097.0,34203.5,45357.1,45556.3,64348.3,45244.7,48595.9,60353.4,45419.9,32306.0,47846.5,44855.4,70148.0,79520.0,93532.5,10897.5,42695.2,102308.9,62974.8,90648.0,45250.4,545.1,54680.0,107463.2,57096.0,30689.4,32742.8,33016.5,48675.9,92944.2,33797.7,80030.8,42692.5,36651.4,43069.9,49038.9,32173.0,10835.8,41005.0,34113.9,46250.1,56013.1,32454.8,45158.7,70066.6,52379.1,90833.4,35113.2,93316.0,93059.5,56618.0,43201.8,100806.1,91724.9,88753.8,93132.1,90857.6,88553.4,59838.9,119641.5,81794.8,82835.3,59226.7,63019.8,0.0,32670.7,44381.2,54753.3,34298.7,46458.0,47700.7,42838.4,34039.3,41503.0,97816.4,39879.4,34331.8,30730.7,79673.9,90641.8,538.5,45197.0,10463.9,32562.5,45778.1,35423.5,88606.4,92083.5,38655.0,34419.4,32766.4,110902.4,29200.6,37558.5,33208.1,93314.2,100842.8,107819.1,100802.7,32813.8,135791.2,46510.8,92768.6,41604.3,48690.9,106372.1,734.2,45081.9,101300.9,53459.3,45245.8,45551.7,56645.2,93514.8,53960.6,79686.2,27648.8,59550.6,27591.1,68172.6,30625.6,33213.5,33872.9,78243.0,76311.6,90512.6,1311.1,107836.8,52720.1,33513.4,36392.8,45481.3,34416.0,59350.8,639.6,88652.0,62732.9,54367.2,79516.1,90832.2,61288.7,107833.9,45503.9,45694.6,101273.2,89504.4,44736.1,107859.6,108107.1,52132.3,56459.0,61806.7,61951.2,33882.8,44063.7,36697.1
Kiwi Meieribygget Ørsta,46204.2,49310.7,60464.3,60663.5,79455.6,60351.9,63703.2,75460.7,60527.1,47413.3,62953.8,59962.7,85255.3,99489.3,68558.1,41696.6,57802.4,122754.4,78082.0,65673.5,60357.6,32271.7,69787.2,122570.5,72203.3,50201.4,9478.7,585.0,63783.2,67969.7,10533.6,95116.3,57799.8,51758.7,58177.2,64146.1,47280.2,41634.8,56112.2,49221.1,53280.7,71120.4,334.1,60266.0,85173.8,27404.7,65858.9,50220.5,68341.5,68085.0,71725.2,58309.1,121251.6,66750.4,103861.1,68157.6,65883.1,103660.7,74946.2,94667.0,96902.0,97942.6,74334.0,78127.0,32590.8,0.0,59488.5,69860.6,11034.5,53116.1,62807.9,57945.7,49146.6,56610.2,118261.9,54986.6,49439.1,50242.7,94759.4,65667.3,32265.1,60304.2,28847.7,52074.5,60885.3,50530.8,103713.7,67109.0,53762.3,49526.6,393.9,85927.9,47584.3,52665.8,52720.0,68339.7,121288.3,122926.4,121248.1,9549.6,110816.7,61618.0,67794.1,56711.6,63798.2,126817.6,32223.1,60189.2,116408.2,68566.6,60353.1,60659.0,71752.4,68540.3,69067.9,94771.7,42756.1,74657.9,45974.9,43198.2,3543.6,52725.5,48980.2,94216.8,91418.9,105619.9,33271.0,122944.0,20088.4,10249.3,51500.1,60588.5,49523.3,74458.1,32896.8,103759.2,77840.1,69474.5,95090.5,65857.7,76395.9,122941.1,60611.1,60801.8,116380.4,104611.7,59843.4,122966.9,123214.3,67239.5,23827.4,76914.0,77058.4,10618.7,59170.9,51804.4
SUNDGATA 8,16166.0,10307.8,1027.8,1227.0,21102.0,915.4,4266.7,36319.4,1090.6,14165.6,3517.3,526.2,46114.1,121813.5,127841.5,33790.6,2242.8,144602.5,38643.4,124956.9,921.2,43962.7,11433.7,83131.8,33062.1,24407.6,69024.5,59894.9,24344.5,127253.1,70079.3,61890.4,2045.1,18511.0,2219.3,5792.5,14032.6,33650.7,4399.0,10569.2,28109.8,12766.8,59879.9,797.9,46032.6,86688.1,125142.3,10064.3,127624.9,127368.4,13371.7,2351.2,143099.6,84307.8,64422.4,127441.0,125166.5,64519.5,16592.6,153163.8,57463.4,58801.4,35192.7,19773.5,44087.0,59584.9,0.0,30422.0,70580.3,28317.6,3371.5,2386.1,11247.0,4897.0,140109.9,4820.9,16191.5,24448.9,61533.5,124950.7,43956.1,867.7,52757.4,26280.7,1448.9,10544.1,64275.0,126392.4,6461.9,10362.2,59677.3,145211.3,71494.1,7245.6,26926.3,127623.1,143136.3,83487.7,143096.2,69095.4,170100.1,2181.5,127077.5,3509.9,24359.5,148665.6,45337.9,721.1,77266.9,10213.0,885.0,1222.5,32313.8,127823.7,29629.2,61545.8,16772.9,16304.3,69884.6,102481.6,63089.4,26931.7,11555.1,60102.6,52277.7,66181.3,42884.4,83505.4,39515.6,69795.1,8625.2,1152.1,10433.2,16104.5,44726.6,64320.6,38401.5,27934.2,61375.7,125141.1,18042.3,83502.5,1174.7,1365.3,77239.2,65173.0,406.9,83528.2,83775.7,27800.9,35914.3,18560.4,18704.9,70164.5,734.6,8139.3
