,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
SKARBØVIKGATA 25,1527.2,1052.8,241.2,269.7,1717.9,236.8,234.5,2518.9,240.8,1357.3,134.8,296.1,3112.2,10778.4,9283.8,3549.1,478.4,12233.0,2758.6,9082.7,238.5,4271.6,1082.0,5568.2,2311.1,2063.8,5719.4,5108.4,1873.6,9182.0,5853.6,5028.1,455.9,1598.2,508.4,745.5,1320.5,3539.0,616.9,1086.3,2841.8,1272.6,5061.5,302.6,3101.7,6800.9,9122.8,1059.0,9253.9,9204.9,1287.8,489.1,12109.2,6333.0,4234.1,9224.9,9121.3,4190.1,1333.3,10331.3,3999.4,4149.1,2501.9,1569.6,4293.1,5030.0,334.3,2259.4,5878.9,2877.0,0.0,499.7,1134.7,692.5,11881.0,655.6,1437.0,2073.6,4976.3,9080.7,4270.9,252.9,4814.2,2229.3,180.8,1081.3,4223.1,9176.9,827.0,1047.2,5036.9,10307.7,6087.2,786.2,2284.8,9243.5,12114.4,5596.1,12120.5,5727.5,12636.9,215.3,9189.5,615.7,1864.3,12507.2,4341.6,313.6,5171.9,1049.4,325.8,260.1,2523.4,9290.9,2179.3,4978.7,1448.7,1348.0,5925.0,7754.3,5315.9,2290.5,1126.6,4832.7,3405.7,4509.8,4206.1,5600.4,3800.9,5818.2,906.6,246.3,1063.8,1283.9,4361.3,4235.9,2743.3,2008.3,5014.4,9100.2,1466.3,5599.3,254.4,275.3,5144.1,4332.4,286.8,5592.3,5630.4,2076.3,3558.1,1510.5,1539.0,5819.1,376.3,882.7
NØRVEGATA 23,1148.7,674.3,265.6,294.1,1462.7,255.3,640.1,2174.2,282.2,978.8,540.4,210.7,2767.5,10399.9,8905.3,3170.6,43.6,11854.5,2380.1,8704.2,262.0,3893.1,826.8,5189.7,1966.4,1685.3,5340.9,4729.9,1495.1,8803.5,5475.1,4649.6,51.2,1219.7,122.6,490.3,942.0,3160.5,202.1,707.8,2463.3,1017.4,4683.0,249.0,2757.0,6422.4,8744.3,680.5,8875.4,8826.4,1032.6,103.3,11730.7,5954.5,3855.6,8846.4,8742.8,3845.4,1078.1,9952.8,3620.9,3804.4,2157.2,1314.4,3914.6,4651.5,163.6,1880.9,5500.4,2498.5,486.0,0.0,756.2,236.5,11502.5,274.4,1058.5,1695.1,4597.8,8702.2,3892.4,248.5,4435.7,1850.8,304.5,702.8,3844.6,8798.4,445.8,668.7,4658.4,9929.2,5708.7,407.7,1906.3,8865.0,11735.9,5217.6,11742.0,5349.0,12258.4,379.5,8811.0,146.7,1485.8,12128.7,3963.1,238.9,4827.2,794.2,251.1,284.5,2144.9,8912.4,1800.8,4600.2,1070.2,1092.8,5546.5,7375.8,4937.4,1912.0,748.1,4454.2,3061.0,4131.3,3827.6,5221.9,3422.4,5439.7,528.1,287.7,685.3,1028.7,3982.8,3857.4,2364.8,1753.1,4635.9,8721.7,1211.1,5220.8,278.8,299.7,4799.4,3953.9,222.7,5213.8,5251.9,1697.8,3179.6,1255.3,1283.8,5440.6,142.4,504.2
SPJELKAVIKVEGEN 42,512.7,158.1,926.7,955.2,2123.8,916.4,1301.2,1603.7,943.3,342.8,1201.5,871.8,2197.0,9763.9,8269.3,2534.6,724.6,11218.5,1809.6,8068.2,923.1,3257.1,1487.9,4619.2,1395.9,1049.3,4704.9,4093.9,924.6,8167.5,4839.1,4013.6,719.3,583.7,790.7,1151.4,306.0,2524.5,646.7,139.2,1827.3,1678.5,4047.0,910.1,2186.5,5786.4,8108.3,220.9,8239.4,8190.4,1693.7,771.4,11094.7,5318.5,3285.1,8210.4,8106.8,3274.9,1739.2,9382.3,3050.4,3233.9,1586.7,1975.5,3278.6,4015.5,824.7,1310.4,4864.4,1862.5,1147.1,745.9,0.0,722.3,10866.5,660.0,422.5,1059.1,3961.8,8066.2,3256.4,909.6,3799.7,1214.8,965.6,160.5,3274.1,8162.4,600.8,116.7,4022.4,9293.2,5072.7,447.6,1270.3,8229.0,11099.9,4647.1,11106.0,4713.0,11622.4,1040.6,8175.0,714.0,915.3,11492.7,3327.1,900.0,4256.7,1455.3,912.2,945.6,1574.4,8276.4,1230.3,3964.2,434.2,1753.9,4910.5,6739.8,4301.4,1276.0,22.4,3818.2,2490.5,3560.8,3191.6,4651.4,2786.4,4803.7,354.6,948.8,126.6,1689.8,3346.8,3286.9,1794.3,1244.2,3999.9,8085.7,1872.2,4650.3,939.9,960.8,4228.9,3383.4,883.8,4643.3,4681.4,1127.3,2543.6,1916.4,1944.9,4804.6,803.5,398.9
"Eggesbønes, 6008 Ålesund",1120.2,645.8,445.7,474.2,1642.8,435.4,820.2,2145.7,462.3,950.3,720.5,390.8,2739.0,10371.4,8876.8,3142.1,243.6,11826.0,2351.6,8675.7,442.1,3864.6,1006.9,5161.2,1937.9,1656.8,5312.4,4701.4,1466.6,8775.0,5446.6,4621.1,238.3,1191.2,309.7,670.4,913.5,3132.0,157.0,679.3,2434.8,1197.5,4654.5,429.1,2728.5,6393.9,8715.8,652.0,8846.9,8797.9,1212.7,290.4,11702.2,5926.0,3827.1,8817.9,8714.3,3816.9,1258.2,9924.3,3592.4,3775.9,2128.7,1494.5,3886.1,4623.0,343.7,1852.4,5471.9,2470.0,666.1,232.2,727.7,0.0,11474.0,218.6,1030.0,1666.6,4569.3,8673.7,3863.9,428.6,4407.2,1822.3,484.6,674.3,3816.1,8769.9,390.0,640.2,4629.9,9900.7,5680.2,379.2,1877.8,8836.5,11707.4,5189.1,11713.5,5320.5,12229.9,559.6,8782.5,174.4,1457.3,12100.2,3934.6,419.0,4798.7,974.3,431.2,464.6,2116.4,8883.9,1772.3,4571.7,1041.7,1272.9,5518.0,7347.3,4908.9,1883.5,719.6,4425.7,3032.5,4102.8,3799.1,5193.4,3393.9,5411.2,499.6,467.8,656.8,1208.8,3954.3,3828.9,2336.3,1786.2,4607.4,8693.2,1391.2,5192.3,458.9,479.8,4770.9,3925.4,402.8,5185.3,5223.4,1669.3,3151.1,1435.4,1463.9,5412.1,322.5,475.7
Kiwi Deknepollen,10558.5,10684.3,11456.8,11485.3,12653.9,11446.5,11831.3,12187.8,11473.4,10598.0,11731.6,11401.9,12781.1,1153.5,3138.8,8409.2,11254.7,402.2,12393.7,5812.7,11453.2,7804.4,12018.0,11718.7,11980.0,10828.8,6042.9,6747.3,11508.7,3140.1,6203.5,8734.5,11249.4,10838.9,11320.8,11681.5,10561.2,8406.0,11176.8,10669.0,10488.3,12208.6,6660.3,11440.2,12770.6,5464.4,5852.8,10751.0,3171.2,3181.6,12223.8,11301.5,278.4,6963.0,13869.2,3197.2,5851.3,13859.0,12269.3,7548.6,11854.0,13818.0,12170.8,12505.6,7821.8,6667.5,11354.8,11894.5,6202.4,10498.5,11677.2,11276.0,10657.9,11252.4,0.0,11209.1,10677.7,10838.6,8682.7,5810.7,7803.7,11439.7,7175.9,10994.3,11495.7,10761.9,13858.2,3166.4,11149.9,10680.8,6675.9,7037.7,8448.9,10996.7,11049.8,3183.8,283.6,11746.6,289.7,6051.0,8016.4,11570.7,3200.7,11244.1,11499.4,676.4,7796.7,11430.1,14840.8,11985.4,11442.3,11475.7,12158.5,3171.2,11814.4,8685.1,10221.1,12284.0,8286.7,5263.2,6453.9,11055.5,10632.4,8639.7,13074.6,14144.9,7879.8,11750.9,7900.4,6185.7,10880.8,11478.9,10690.7,12219.9,7852.7,13871.0,12378.4,11828.3,8771.1,5830.2,12402.3,11749.8,11470.0,11490.9,14813.0,13967.5,11413.9,11742.8,11780.9,11711.4,8166.7,12446.5,12475.0,6142.6,11333.6,10925.1
NEDRE KLOKKERSUNDVEGEN 2,1050.8,565.7,453.3,481.8,1650.4,443.0,827.8,2088.6,469.9,880.9,728.1,398.4,2681.9,10302.0,8807.4,3072.7,251.2,11756.6,2294.5,8606.3,449.7,3795.2,1014.5,5104.1,1880.8,1587.4,5243.0,4632.0,1409.5,8705.6,5377.2,4551.7,245.9,1121.8,317.3,678.0,844.1,3062.6,138.1,599.2,2365.4,1205.1,4585.1,436.7,2671.4,6324.5,8646.4,594.9,8777.5,8728.5,1220.3,298.0,11632.8,5856.6,3770.0,8748.5,8644.9,3759.8,1265.8,9867.2,3535.3,3718.8,2071.6,1502.1,3816.7,4553.6,351.3,1795.3,5402.5,2400.6,673.7,272.5,670.6,230.7,11404.6,0.0,960.6,1597.2,4499.9,8604.3,3794.5,436.2,4337.8,1752.9,492.2,617.2,3759.0,8700.5,233.7,583.1,4560.5,9831.3,5610.8,275.6,1808.4,8767.1,11638.0,5132.0,11644.1,5251.1,12160.5,567.2,8713.1,222.4,1400.2,12030.8,3865.2,426.6,4741.6,981.9,438.8,472.2,2059.3,8814.5,1715.2,4502.3,972.3,1280.5,5448.6,7277.9,4839.5,1814.1,650.2,4356.3,2975.4,4045.7,3729.7,5136.3,3324.5,5341.8,419.5,475.4,599.7,1216.4,3884.9,3771.8,2279.2,1729.1,4538.0,8623.8,1398.8,5135.2,466.5,487.4,4713.8,3868.3,410.4,5128.2,5166.3,1612.2,3081.7,1443.0,1471.5,5342.7,330.1,395.6
FLISNESVEGEN 1,546.9,442.2,1214.7,1243.2,2411.8,1204.4,1589.2,1945.7,1231.3,303.4,1489.5,1159.8,2539.0,9798.1,8303.5,2568.8,1012.6,11252.7,1875.9,8040.4,1211.1,3291.3,1775.9,4685.5,1737.9,1083.5,4739.1,4128.1,1266.6,8201.7,4873.3,3656.9,1007.3,227.0,1078.7,1439.4,225.4,2558.7,934.7,426.9,1470.6,1966.5,4081.2,1198.1,2528.5,5820.6,8080.5,508.9,8273.6,8224.6,1981.7,1059.4,11128.9,4961.8,3351.4,8244.6,8079.0,3616.9,2027.2,9448.6,3116.7,3575.9,1928.7,2263.5,3312.8,4049.7,1112.7,1517.1,4898.6,1505.8,1435.1,1033.9,415.8,1010.3,10900.7,967.0,0.0,1093.3,3605.1,8038.4,3290.6,1197.6,3833.9,1249.0,1253.6,519.8,3340.4,8196.6,907.8,438.7,4056.6,9265.4,5106.9,754.6,1304.5,8263.2,11134.1,4713.4,11140.2,4747.2,11594.6,1328.6,8209.2,1002.0,1257.3,11526.9,3361.3,1188.0,4598.7,1743.3,1200.2,1233.6,1640.7,8310.6,1572.3,3607.5,468.4,2041.9,4944.7,6712.0,4335.6,1310.2,390.3,3461.5,2832.5,3627.1,3225.8,4717.7,2820.6,4837.9,638.7,1236.8,448.6,1977.8,3381.0,3353.2,1860.6,1586.2,3643.2,8057.9,2160.2,4716.6,1227.9,1248.8,4570.9,3449.7,1171.8,4709.6,4747.7,1151.9,2577.8,2204.4,2232.9,4838.8,1091.5,683.0
"Fiskarstrand, 6037 Eidsnes",971.4,1097.2,1869.7,1898.2,3066.8,1859.4,2244.2,2600.7,1886.3,1010.9,2144.5,1814.8,3194.0,9684.6,8449.9,2455.3,1667.6,11139.2,2806.6,8248.8,1866.1,3177.8,2430.9,5616.2,2392.9,9.8,4885.5,4274.5,1921.6,8348.1,5019.7,4681.7,1662.3,1251.8,1733.7,2094.4,974.1,2445.2,1589.7,1081.9,2495.4,2621.5,4227.6,1853.1,3183.5,5967.0,8288.9,1163.9,8420.0,8371.0,2636.7,1714.4,11015.4,5986.6,4282.1,8391.0,8287.4,4271.9,2682.2,9984.7,4047.4,4230.9,2583.7,2918.5,3199.3,4196.1,1767.7,2307.4,5045.0,2530.6,2090.1,1688.9,1070.8,1665.3,10787.2,1622.0,1090.6,0.0,4629.9,8246.8,3177.1,1852.6,3720.4,198.3,1908.6,1174.8,4271.1,8343.0,1562.8,1093.7,4203.0,9473.8,4993.4,1409.6,253.8,8409.6,11020.6,5644.1,11026.7,4893.6,11803.0,1983.6,8355.6,1657.0,1912.3,11413.4,3247.8,1843.0,5253.7,2398.3,1855.2,1888.6,2571.4,8457.0,2227.3,4632.3,634.0,2696.9,4831.2,6920.4,4482.0,259.5,1045.3,4486.3,3487.5,4557.8,3112.3,5648.4,2967.0,4984.3,1293.7,1891.8,1103.6,2632.8,3267.5,4283.9,2791.3,2241.2,4668.0,8266.3,2815.2,5647.3,1882.9,1903.8,5225.9,4380.4,1826.8,5640.3,5678.4,2124.3,2724.2,2859.4,2887.9,4985.2,1746.5,1338.0
Kiwi Stranda,4100.4,3995.7,4768.2,4796.7,5965.3,4757.9,5142.7,5002.2,4784.8,3856.9,5043.0,4713.3,5595.5,7540.9,5660.9,6122.3,4566.1,9042.9,4512.8,4811.0,4764.6,6844.8,5329.4,3083.0,4794.4,4637.0,5230.4,5949.0,4323.1,5559.1,5155.7,98.8,4560.8,3500.6,4632.2,4992.9,3778.9,6112.2,4488.2,3980.4,2168.1,5520.0,5840.0,4751.6,5585.0,4060.5,4851.1,4062.4,5631.0,5582.0,5535.2,4612.9,8919.1,1732.4,5768.0,5602.0,4849.6,6673.4,5580.7,6546.9,3218.3,6527.7,4985.2,5817.0,6866.3,5869.2,4666.2,4451.4,5154.6,2178.3,4988.6,4587.4,3969.3,4563.8,8690.9,4520.5,3624.8,4646.8,0.0,4809.0,6844.1,4751.1,6995.0,4802.5,4807.1,4073.3,5757.0,5610.7,4461.3,3992.2,5826.0,6036.0,8268.0,4308.1,4858.0,5620.6,8924.3,3110.9,8930.4,5217.7,8365.2,4882.1,5566.6,4555.5,4313.8,9317.1,6914.8,4741.5,7655.2,5296.8,4753.7,4787.1,4575.0,5668.0,4595.3,49.4,4021.9,5268.5,8105.8,3482.6,5705.2,4863.7,3943.8,282.6,5889.0,5776.2,6779.3,3115.2,4999.3,5171.4,4192.2,4790.3,4002.1,5531.3,6934.5,5769.8,4520.2,4642.7,171.7,4828.5,5713.7,3114.1,4781.4,4802.3,7627.4,5866.3,4725.3,3107.1,3145.2,4086.2,4756.5,5757.9,5786.4,5132.4,4645.0,4236.5
Kiwi Stryn,7949.9,8075.7,8848.2,8876.7,10045.3,8837.9,9222.7,9428.9,8864.8,7989.4,9123.0,8793.3,10022.2,4664.1,2784.1,6060.2,8646.1,6166.1,9236.9,28.1,8844.6,5455.4,9409.4,7045.9,9221.1,8220.2,3447.1,4165.7,8749.8,2682.3,3372.4,4841.0,8640.8,7927.3,8712.2,9072.9,7952.6,6057.0,8568.2,8060.4,6594.8,9600.0,4056.7,8831.6,10011.7,2277.2,52.7,8142.4,2754.2,2705.2,9615.2,8692.9,6042.3,3069.5,10510.2,2725.2,51.2,11100.1,9660.7,1764.1,7960.5,11059.1,9411.9,9897.0,5472.8,4085.9,8746.2,8878.1,3371.3,6605.0,9068.6,8667.4,8049.3,8643.8,5814.1,8600.5,8051.5,8230.0,4789.2,0.0,5454.7,8831.1,5211.7,8385.7,8887.1,8153.3,10499.2,2733.9,8541.3,8072.2,4042.7,1253.2,6484.7,8388.1,8441.2,2743.8,6047.5,7073.8,6053.6,3434.4,3615.4,8962.1,2689.8,8635.5,8740.5,6440.3,5447.7,8821.5,12081.9,9376.8,8833.7,8867.1,9001.7,2791.2,9022.0,4791.6,7612.5,9675.4,6322.5,1369.7,3921.9,8446.9,8023.8,4746.2,10315.7,10518.4,5530.8,7078.1,5291.8,3388.1,8272.2,8870.3,8082.1,9611.3,5503.7,10512.0,9221.6,9069.4,4877.6,45.6,9793.7,7077.0,8861.4,8882.3,12054.1,10608.5,8805.3,7070.0,7108.1,8512.9,5558.1,9837.9,9866.4,3349.1,8725.0,8316.5
Kiwi Ulsteinvik,3201.3,3327.1,4099.6,4128.1,5296.7,4089.3,4474.1,4830.6,4116.2,3240.8,4374.4,4044.7,5423.9,6703.3,5662.4,803.4,3897.5,8157.9,5036.5,5461.3,4096.0,10.4,4660.8,7846.1,4622.8,3210.6,2034.6,2154.5,4151.5,5560.6,2168.8,6911.6,3892.2,3481.7,3963.6,4324.3,3204.0,800.2,3819.6,3311.8,4725.3,4851.4,2067.5,4083.0,5413.4,3179.5,5501.4,3393.8,5632.5,5583.5,4866.6,3944.3,8034.1,5516.8,6512.0,5603.5,5499.9,6501.8,4912.1,7197.2,6277.3,6460.8,4813.6,5148.4,83.9,2074.7,3997.6,4537.3,2194.1,4760.5,4320.0,3918.8,3300.7,3895.2,7805.9,3851.9,3320.5,3220.4,6859.8,5459.3,0.0,4082.5,739.1,3376.1,4138.5,3404.7,6501.0,5555.5,3792.7,3323.6,2083.1,6686.3,2012.1,3639.5,3431.6,5622.1,8039.3,7874.0,8045.4,2042.7,9015.5,4213.5,5568.1,3886.9,4142.2,8432.1,86.3,4072.9,7483.6,4628.2,4085.1,4118.5,4801.3,5669.5,4457.2,6862.2,2863.9,4926.8,1849.9,4132.9,1870.0,3437.3,3275.2,6716.2,5717.4,6787.7,232.4,7878.3,3307.6,2133.4,3523.6,4121.7,3333.5,4862.7,140.0,6513.8,5021.2,4471.1,6897.9,5478.8,5045.1,7877.2,4112.8,4133.7,7455.8,6610.3,4056.7,7870.2,7908.3,4354.2,3573.9,5089.3,5117.8,2134.3,3976.4,3567.9
RASMUS RØNNEBERGS GATE 6,1294.0,819.6,32.6,61.1,1484.7,22.3,407.1,2285.7,49.2,1124.1,307.4,62.9,2879.0,10545.2,9050.6,3315.9,245.2,11999.8,2525.4,8849.5,29.0,4038.4,848.8,5335.0,2077.9,1830.6,5486.2,4875.2,1640.4,8948.8,5620.4,4794.9,222.7,1365.0,275.2,512.3,1087.3,3305.8,383.7,853.1,2608.6,1039.4,4828.3,49.7,2868.5,6567.7,8889.6,825.8,9020.7,8971.7,1054.6,255.9,11876.0,6099.8,4000.9,8991.7,8888.1,3956.9,1100.1,10098.1,3766.2,3915.9,2268.7,1336.4,4059.9,4796.8,96.8,2026.2,5645.7,2643.8,253.0,266.5,901.5,459.3,11647.8,422.4,1203.8,1840.4,4743.1,8847.5,4037.7,0.0,4581.0,1996.1,71.5,848.1,3989.9,8943.7,593.8,814.0,4803.7,10074.5,5854.0,553.0,2051.6,9010.3,11881.2,5362.9,11887.3,5494.3,12403.7,146.5,8956.3,382.5,1631.1,12274.0,4108.4,60.7,4938.7,816.2,72.9,51.5,2290.2,9057.7,1946.1,4745.5,1215.5,1114.8,5691.8,7521.1,5082.7,2057.3,893.4,4599.5,3172.5,4276.6,3972.9,5367.2,3567.7,5585.0,673.4,54.7,830.6,1050.7,4128.1,4002.7,2510.1,1775.1,4781.2,8867.0,1233.1,5366.1,45.8,66.7,4910.9,4099.2,53.6,5359.1,5397.2,1843.1,3324.9,1277.3,1305.8,5585.9,143.1,649.5
Kiwi Myrvåg,3735.7,3861.5,4634.0,4662.5,5831.1,4623.7,5008.5,5365.0,4650.6,3775.2,4908.8,4579.1,5958.3,6061.2,5404.7,1337.8,4431.9,7515.8,5570.9,5203.6,4630.4,733.0,5195.2,8380.5,5157.2,3745.0,1776.9,1896.8,4685.9,5302.9,1911.1,7030.6,4426.6,4016.1,4498.0,4858.7,3738.4,1334.6,4354.0,3846.2,5259.7,5385.8,1809.8,4617.4,5947.8,2921.8,5243.7,3928.2,5374.8,5325.8,5401.0,4478.7,7392.0,5259.1,7046.4,5345.8,5242.2,7036.2,5446.5,6939.5,6811.7,6995.2,5348.0,5682.8,750.4,1817.0,4532.0,5071.7,1936.4,5294.9,4854.4,4453.2,3835.1,4429.6,7163.8,4386.3,3854.9,3754.8,6978.8,5201.6,732.3,4616.9,0.0,3910.5,4672.9,3939.1,7035.4,5297.8,4327.1,3858.0,1825.4,6428.6,1351.7,4173.9,3966.0,5364.4,7397.2,8408.4,7403.3,1785.0,8757.8,4747.9,5310.4,4421.3,4676.6,7790.0,725.3,4607.3,8018.0,5162.6,4619.5,4652.9,5335.7,5411.8,4991.6,6981.2,3398.3,5461.2,1189.5,3875.2,1612.3,3971.7,3809.6,6935.8,6251.8,7322.1,808.4,8412.7,3049.9,1875.7,4058.0,4656.1,3867.9,5397.1,781.3,7048.2,5555.6,5005.5,7067.2,5221.1,5579.5,8411.6,4647.2,4668.1,7990.2,7144.7,4591.1,8404.6,8442.7,4888.6,3316.2,5623.7,5652.2,1876.6,4510.8,4102.3
Kiwi Langevåg,1126.0,1251.8,2024.3,2052.8,3221.4,2014.0,2398.8,2755.3,2040.9,1165.5,2299.1,1969.4,3348.6,9839.2,8604.5,2609.9,1822.2,11293.8,2961.2,8403.4,2020.7,3332.4,2585.5,5770.8,2547.5,193.3,5040.1,4429.1,2076.2,8502.7,5174.3,4836.3,1816.9,1406.4,1888.3,2249.0,1128.7,2599.8,1744.3,1236.5,2650.0,2776.1,4382.2,2007.7,3338.1,6121.6,8443.5,1318.5,8574.6,8525.6,2791.3,1869.0,11170.0,6141.2,4436.7,8545.6,8442.0,4426.5,2836.8,10139.3,4202.0,4385.5,2738.3,3073.1,3353.9,4350.7,1922.3,2462.0,5199.6,2685.2,2244.7,1843.5,1225.4,1819.9,10941.8,1776.6,1245.2,203.1,4784.5,8401.4,3331.7,2007.2,3875.0,0.0,2063.2,1329.4,4425.7,8497.6,1717.4,1248.3,4357.6,9628.4,5148.0,1564.2,77.8,8564.2,11175.2,5798.7,11181.3,5048.2,11957.6,2138.2,8510.2,1811.6,2066.9,11568.0,3402.4,1997.6,5408.3,2552.9,2009.8,2043.2,2726.0,8611.6,2381.9,4786.9,788.6,2851.5,4985.8,7075.0,4636.6,83.5,1199.9,4640.9,3642.1,4712.4,3266.9,5803.0,3121.6,5138.9,1448.3,2046.4,1258.2,2787.4,3422.1,4438.5,2945.9,2395.8,4822.6,8420.9,2969.8,5801.9,2037.5,2058.4,5380.5,4535.0,1981.4,5794.9,5833.0,2278.9,2878.8,3014.0,3042.5,5139.8,1901.1,1492.6
NEDRE STRANDGATE 51,1346.4,872.0,71.1,99.6,1537.1,66.7,335.6,2338.1,64.7,1176.5,235.9,115.3,2931.4,10597.6,9103.0,3368.3,297.6,12052.2,2577.8,8901.9,57.7,4090.8,901.2,5387.4,2130.3,1883.0,5538.6,4927.6,1692.8,9001.2,5672.8,4847.3,275.1,1417.4,327.6,564.7,1139.7,3358.2,436.1,905.5,2661.0,1091.8,4880.7,121.8,2920.9,6620.1,8942.0,878.2,9073.1,9024.1,1107.0,308.3,11928.4,6152.2,4053.3,9044.1,8940.5,4009.3,1152.5,10150.5,3818.6,3968.3,2321.1,1388.8,4112.3,4849.2,153.5,2078.6,5698.1,2696.2,181.5,318.9,953.9,511.7,11700.2,474.8,1256.2,1892.8,4795.5,8899.9,4090.1,72.1,4633.4,2048.5,0.0,900.5,4042.3,8996.1,646.2,866.4,4856.1,10126.9,5906.4,605.4,2104.0,9062.7,11933.6,5415.3,11939.7,5546.7,12456.1,75.0,9008.7,434.9,1683.5,12326.4,4160.8,132.8,4991.1,868.6,145.0,90.0,2342.6,9110.1,1998.5,4797.9,1267.9,1167.2,5744.2,7573.5,5135.1,2109.7,945.8,4651.9,3224.9,4329.0,4025.3,5419.6,3620.1,5637.4,725.8,70.2,883.0,1103.1,4180.5,4055.1,2562.5,1827.5,4833.6,8919.4,1285.5,5418.5,84.3,105.2,4963.3,4151.6,106.0,5411.5,5449.6,1895.5,3377.3,1329.7,1358.2,5638.3,195.5,701.9
