,Depot,"Rådhusplassen 1, 6002 Ålesund",Joker Geiranger,"Geiranger, 6216 Geiranger","Langsten, 6264 Tennfjord",Anno,"Ålesund, 6002 Ålesund",Atlanterhavsparken,"Borgundvegen 340, 6015 Ålesund","Borgundvegen 92, 6008 Ålesund",Bunnpris Brattvåg,BROGATA 1,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Valderhaug, 6050 Valderøya","Hovdebygda, 6160 Hovdebygda","Haramsøya, 6270 Brattvåg","Spjelkavik, 6010 Ålesund",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Larsnes,Joker Loen,Joker Stordal,Joker Sæbø,Joker Tomrefjord,Joker,Joker Vatne,Vigra post i butikk,Joker Åheim,Joker Åram,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Meny Fosnavåg,LERSTADVEGEN 291,"Ulsteinvik, 6065 Ulsteinvik","Ålesund, 6008 Ålesund",Rabbevågen barnehage,"Storgata 16, 6002 Ålesund",Solsikka barnehage,SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,Esso Spjelkavik,"Ålesund lufthavn, 6040 Vigra",St1 Vegsund,St1 Vestnes,St1 Ørsta,"Vigra, 6040 Vigra",Sunde barnehage,Tennfjord barnehage,"Torvmyrane, 6010 Ålesund","Valldal, 6210 Valldal","Fosnavåg, 6090 Fosnavåg","Parkvegen 35, 6003 Ålesund"
Kiwi Langevåg,1126.0,2029.0,7801.6,7820.1,3195.5,2014.0,2040.9,2398.8,1810.6,1848.8,3348.6,2145.8,9839.2,8604.5,2609.9,2717.0,106.3,1822.2,11293.8,9532.3,2961.2,2017.2,1248.1,10585.4,3155.1,8403.4,2020.7,3332.4,2585.5,5770.8,2547.5,193.3,5040.1,4429.1,2076.2,1128.7,2599.8,1744.3,1236.5,2650.0,2776.1,4382.2,2007.7,3338.1,2791.3,4622.0,4426.5,1251.8,6015.7,3782.0,11067.3,2836.8,4578.6,6141.2,4913.9,9072.2,4202.0,6001.7,4385.5,11034.9,2738.3,3073.1,8961.1,8056.1,4350.7,5174.3,1922.3,2462.0,5199.6,2685.2,2244.7,1843.5,1225.4,10941.8,1819.9,1776.6,1245.2,1888.3,203.1,4784.5,8401.4,3331.7,2299.1,2007.2,3875.0,0.0,2063.2,1329.4,4425.7,8497.6,1717.4,1248.3,4357.6,5148.0,1564.2,3353.9,1816.9,1085.1,2009.8,7974.7,788.6,2851.5,7962.0,4985.8,7075.0,4636.6,83.5,11576.1,1199.9,3473.2,4640.9,3642.1,4712.4,3266.9,5803.0,3121.6,5138.9,1448.3,1266.8,2787.4,1065.5,4438.5,4399.5,2969.8,922.6,2565.3,2552.9,5798.7,4999.1,1902.6
NEDRE STRANDGATE 51,1346.4,132.8,7418.2,7436.7,2778.3,66.7,64.7,335.6,493.6,324.2,2931.4,82.6,10597.6,9103.0,3368.3,2728.0,2132.5,297.6,12052.2,10030.8,2577.8,121.0,992.6,11343.8,3166.1,8901.9,57.7,4090.8,901.2,5387.4,2130.3,1883.0,5538.6,4927.6,1692.8,1139.7,3358.2,436.1,905.5,2661.0,1091.8,4880.7,121.8,2920.9,1107.0,5120.5,4009.3,872.0,6514.2,3364.8,11825.7,1152.5,5337.0,6152.2,5672.3,9570.7,3818.6,6500.2,3968.3,11533.4,2321.1,1388.8,9719.5,8814.5,4849.2,5672.8,153.5,2078.6,5698.1,2696.2,181.5,318.9,953.9,11700.2,511.7,474.8,1256.2,327.6,1892.8,4795.5,8899.9,4090.1,235.9,72.1,4633.4,2048.5,0.0,900.5,4042.3,8996.1,646.2,866.4,4856.1,5906.4,605.4,4112.3,275.1,1189.6,145.0,8733.1,1267.9,1167.2,8720.4,5744.2,7573.5,5135.1,2109.7,12334.5,945.8,4231.6,4651.9,3224.9,4329.0,4025.3,5419.6,3620.1,5637.4,725.8,920.4,1103.1,1076.5,4055.1,4898.0,1285.5,1421.1,2148.1,868.6,5415.3,5757.5,360.8
LERSTADVEGEN 545,614.4,872.5,6598.2,6616.7,1992.1,857.5,884.4,1242.3,654.1,692.3,2145.2,989.3,9865.6,8371.0,2636.3,1996.0,1400.5,665.7,11320.2,9298.8,1757.8,860.7,204.3,10611.8,2434.1,8169.9,864.2,3358.8,1429.0,4567.4,1344.1,1151.0,4806.6,4195.6,872.8,407.7,2626.2,587.8,185.6,1929.0,1619.6,4148.7,851.2,2134.7,1634.8,4388.5,3223.1,249.6,5782.2,2578.6,11093.7,1680.3,4605.0,5420.2,4940.3,8838.7,2998.6,5768.2,3182.1,10801.4,1534.9,1916.6,8987.5,8082.5,4117.2,4940.8,765.8,1258.6,4966.1,1964.2,1088.2,687.0,165.6,10968.2,663.4,624.5,524.2,731.8,1160.8,4063.5,8167.9,3358.1,1142.6,850.7,3901.4,1316.5,906.7,0.0,3222.3,8264.1,647.2,134.4,4124.1,5174.4,412.1,3380.3,660.4,457.6,853.3,8001.1,535.9,1695.0,7988.4,5012.2,6841.5,4403.1,1377.7,11602.5,166.9,3499.6,3919.9,2438.7,3509.0,3293.3,4599.6,2888.1,4905.4,379.6,117.9,1630.9,344.5,3235.1,4166.0,1813.3,689.1,1361.9,1396.4,4595.3,5025.5,746.1
Kiwi Vestnes,3724.1,4011.1,6162.9,6181.4,2847.6,3996.1,4023.0,4380.9,3792.7,3830.9,3505.9,4127.9,12975.3,11361.0,5746.0,4213.8,4510.2,3804.3,14429.9,11640.0,1533.1,3999.3,3332.8,13721.5,4651.9,10511.1,4002.8,6468.5,4567.6,4132.1,2698.6,4260.7,7916.3,7305.3,2512.0,3508.8,5735.9,3726.4,3295.3,4146.8,4758.2,7258.4,3989.8,3495.4,4773.4,7498.2,4583.8,3359.3,8891.9,1401.0,14203.4,4818.9,7714.7,7432.5,8050.0,11179.9,2563.3,8877.9,796.2,13142.6,2512.2,5055.2,12097.2,11192.2,7226.9,8050.5,3904.4,2214.9,8075.8,4182.0,4226.8,3825.6,3294.1,14077.9,3802.0,3763.1,3354.7,3870.4,4270.5,5765.8,10509.1,6467.8,4281.2,3989.3,7011.1,4426.2,4045.3,3201.2,0.0,11310.8,3756.9,3244.1,7233.8,8284.1,3550.7,6490.0,3799.0,3567.3,3991.9,11110.8,3645.6,3427.0,11098.1,8121.9,9182.7,7512.8,4487.4,14712.2,3295.4,6609.3,5982.7,3799.4,895.5,6403.0,4164.3,5997.8,8015.1,3489.3,3246.4,4769.5,3454.2,30.4,7275.7,4951.9,3798.8,2722.6,3860.4,4160.0,8135.2,3884.7
Kiwi Nordfjordeid,7472.2,8375.2,7246.2,7264.7,9541.7,8360.2,8387.1,8745.0,8156.8,8195.0,9694.8,8492.0,2016.6,193.8,5505.9,7394.0,7992.0,8168.4,3518.6,3855.3,9307.4,8363.4,7594.3,4487.5,6878.9,2726.4,8366.9,4901.1,8931.7,8632.4,8893.7,7742.5,2956.6,3661.0,8422.4,7474.9,5502.7,8090.5,7582.7,7402.0,9122.3,3574.0,8353.9,9684.3,9137.5,3353.0,10772.7,7598.0,4270.1,10128.2,3292.1,9183.0,5361.0,3876.7,5696.3,3395.2,8767.7,4256.1,10731.7,4535.5,9084.5,9419.3,2916.5,5106.4,3581.2,3117.2,8268.5,8808.2,3116.1,7412.2,8590.9,8189.7,7571.6,3166.6,8166.1,8122.8,7591.4,8234.5,7752.3,5596.4,2724.4,4900.4,8645.3,8353.4,4657.4,7908.0,8409.4,7675.6,10771.9,0.0,8063.6,7594.5,3589.6,5930.4,7910.4,4918.5,8163.1,7431.3,8356.0,4142.6,7134.8,9197.7,4129.9,5768.2,2176.9,3367.6,7969.2,3800.9,7546.1,4768.2,5553.4,9988.3,11058.6,4976.5,8664.6,4814.1,3099.4,7794.5,7613.0,9133.6,7411.7,10784.7,3564.7,9316.0,7107.5,8911.5,8899.1,8660.3,5781.5,8248.8
SMEDGARDEN 1,982.7,622.3,7123.3,7141.8,2517.2,607.3,634.2,992.1,368.7,441.5,2670.3,739.1,10233.9,8739.3,3004.6,2364.3,1768.8,415.5,11688.5,9667.1,2282.9,610.5,630.3,10980.1,2802.4,8538.2,614.0,3727.1,1178.8,5092.5,1869.2,1519.3,5174.9,4563.9,1397.9,776.0,2994.5,302.4,531.1,2297.3,1369.4,4517.0,601.0,2659.8,1384.6,4756.8,3748.2,497.6,6150.5,3103.7,11462.0,1430.1,4973.3,5788.5,5308.6,9207.0,3523.7,6136.5,3707.2,11169.7,2060.0,1666.4,9355.8,8450.8,4485.5,5309.1,515.6,1783.7,5334.4,2332.5,838.0,436.8,607.6,11336.5,395.0,233.1,892.5,481.6,1529.1,4431.8,8536.2,3726.4,892.4,600.5,4269.7,1684.8,656.5,659.6,3747.4,8632.4,0.0,552.4,4492.4,5542.7,346.0,3748.6,410.2,825.9,603.1,8369.4,904.2,1444.8,8356.7,5380.5,7209.8,4771.4,1746.0,11970.8,582.1,3867.9,4288.2,2963.8,4034.1,3661.6,5124.7,3256.4,5273.7,351.4,554.5,1380.7,712.8,3760.2,4534.3,1563.1,1057.4,1887.0,1146.2,5120.4,5393.8,495.9
"Vallekrysset, 6013 Ålesund",531.9,846.1,6618.7,6637.2,2012.6,831.1,858.0,1215.9,627.7,665.9,2165.7,962.9,9783.1,8288.5,2553.8,1913.5,1318.0,639.3,11237.7,9216.3,1778.3,834.3,150.9,10529.3,2351.6,8087.4,837.8,3276.3,1402.6,4587.9,1364.6,1068.5,4724.1,4113.1,893.3,325.2,2543.7,561.4,75.9,1846.5,1593.2,4066.2,824.8,2155.2,1608.4,4306.0,3243.6,139.9,5699.7,2599.1,11011.2,1653.9,4522.5,5337.7,4857.8,8756.2,3019.1,5685.7,3202.6,10718.9,1555.4,1890.2,8905.0,8000.0,4034.7,4858.3,739.4,1279.1,4883.6,1881.7,1061.8,660.6,112.2,10885.7,637.0,598.1,441.7,705.4,1078.3,3981.0,8085.4,3275.6,1116.2,824.3,3818.9,1234.0,880.3,146.5,3242.8,8181.6,537.5,0.0,4041.6,5091.9,385.7,3297.8,634.0,375.1,826.9,7918.6,453.4,1668.6,7905.9,4929.7,6759.0,4320.6,1295.2,11520.0,113.5,3417.1,3837.4,2459.2,3529.5,3210.8,4620.1,2805.6,4822.9,269.9,78.7,1604.5,262.0,3255.6,4083.5,1786.9,606.6,1382.4,1370.0,4615.8,4943.0,719.7
"Ørsta, 6150 Ørsta",3907.2,4810.2,8565.6,8584.1,5976.7,4795.2,4822.1,5180.0,4591.8,4630.0,6129.8,4927.0,6070.2,4246.9,2672.7,4233.2,4427.0,4603.4,7572.2,5174.7,5742.4,4798.4,4029.3,7467.7,4597.8,4045.8,4801.9,2067.9,5366.7,8552.0,5328.7,4177.5,719.7,123.6,4857.4,3909.9,2669.5,4525.5,4017.7,4241.2,5557.3,61.8,4788.9,6119.3,5572.5,301.6,7207.7,4033.0,1658.1,6563.2,7345.7,5618.0,2527.8,4101.3,2863.1,4714.6,6983.2,1644.1,7166.7,6677.3,5519.5,5854.3,5843.4,5717.9,43.8,853.9,4703.5,5243.2,879.2,4251.4,5025.9,4624.7,4006.6,7220.2,4601.1,4557.8,4026.4,4669.5,4187.3,5821.0,4043.8,2067.2,5080.3,4788.4,1824.2,4343.0,4844.4,4110.6,7206.9,4140.0,4498.6,4029.5,0.0,3097.2,4345.4,2085.3,4598.1,3866.3,4791.0,4857.0,3569.8,5632.7,4844.3,2935.0,2717.4,316.2,4404.2,7854.5,3981.1,1935.0,5778.0,6423.3,7493.6,2143.3,8584.2,1249.1,818.5,4229.5,4048.0,5568.6,3846.7,7219.7,79.1,5751.0,3542.5,5346.5,5334.1,8579.9,2948.3,4683.8
Meny Fosnavåg,5012.7,5915.7,11000.4,11018.9,7082.2,5900.7,5927.6,6285.5,5697.3,5735.5,7235.3,6032.5,7338.2,6681.7,2614.8,6603.7,5271.5,5708.9,8792.8,7609.5,6847.9,5903.9,5134.8,8084.4,7041.8,6480.6,5907.4,2010.0,6472.2,9657.5,6434.2,5022.0,3053.9,3173.8,5962.9,5015.4,2611.6,5631.0,5123.2,6536.7,6662.8,3086.8,5894.4,7224.8,6678.0,2874.7,8313.2,5138.5,4626.7,7668.7,8566.3,6723.5,2077.6,6536.1,2412.9,7149.4,8088.7,4612.7,8272.2,9112.1,6625.0,6959.8,6460.1,5555.1,3094.0,3188.1,5809.0,6348.7,3213.4,6571.9,6131.4,5730.2,5112.1,8440.8,5706.6,5663.3,5131.9,5775.0,5031.8,8255.8,6478.6,2009.3,6185.8,5893.9,1362.3,5187.5,5949.9,5216.1,8312.4,6574.8,5604.1,5135.0,3102.4,0.0,5450.9,2027.4,5703.6,4971.8,5896.5,5473.7,4675.3,6738.2,5461.0,195.0,5152.2,2889.3,5248.7,9075.1,5086.6,1877.1,8212.8,7528.8,8599.1,2085.4,9689.7,4326.9,3152.7,5335.0,5153.5,6674.1,4952.2,8325.2,3077.5,6856.5,4809.3,6452.0,6439.6,9685.4,206.7,5789.3
LERSTADVEGEN 291,840.3,609.9,6928.1,6946.6,2322.0,594.9,621.8,979.7,391.5,429.7,2475.1,726.7,10091.5,8596.9,2862.2,2221.9,1626.4,403.1,11546.1,9524.7,2087.7,598.1,487.9,10837.7,2660.0,8395.8,601.6,3584.7,1166.4,4897.3,1674.0,1376.9,5032.5,4421.5,1202.7,633.6,2852.1,325.2,388.7,2154.9,1357.0,4374.6,588.6,2464.6,1372.2,4614.4,3553.0,355.2,6008.1,2908.5,11319.6,1417.7,4830.9,5646.1,5166.2,9064.6,3328.5,5994.1,3512.0,11027.3,1864.8,1654.0,9213.4,8308.4,4343.1,5166.7,503.2,1588.5,5192.0,2190.1,825.6,424.4,463.8,11194.1,400.8,271.2,750.1,469.2,1386.7,4289.4,8393.8,3584.0,880.0,588.1,4127.3,1542.4,644.1,410.4,3552.2,8490.0,352.0,376.3,4350.0,5400.3,0.0,3606.2,397.8,683.5,590.7,8227.0,761.8,1432.4,8214.3,5238.1,7067.4,4629.0,1603.6,11828.4,439.7,3725.5,4145.8,2768.6,3838.9,3519.2,4929.5,3114.0,5131.3,209.0,430.3,1368.3,570.4,3565.0,4391.9,1550.7,915.0,1691.8,1133.8,4925.2,5251.4,483.5
"Ulsteinvik, 6065 Ulsteinvik",3228.0,4131.0,9903.6,9922.1,5297.5,4116.0,4142.9,4500.8,3912.6,3950.8,5450.6,4247.8,6715.7,5674.8,830.1,4819.0,3486.8,3924.2,8170.3,6602.6,5063.2,4119.2,3350.1,7461.9,5257.1,5473.7,4122.7,86.8,4687.5,7872.8,4649.5,3237.3,2047.0,2166.9,4178.2,3230.7,826.9,3846.3,3338.5,4752.0,4878.1,2079.9,4109.7,5440.1,4893.3,1867.8,6528.5,3353.8,3619.8,5884.0,7943.8,4938.8,1455.1,5529.2,1790.4,6142.5,6304.0,3605.8,6487.5,8105.2,4840.3,5175.1,5837.6,4932.6,2087.1,2181.2,4024.3,4564.0,2206.5,4787.2,4346.7,3945.5,3327.4,7818.3,3921.9,3878.6,3347.2,3990.3,3247.1,6886.5,5471.7,86.1,4401.1,4109.2,751.5,3402.8,4165.2,3431.4,6527.7,5567.9,3819.4,3350.3,2095.5,2024.5,3666.2,0.0,3918.9,3187.1,4111.8,4851.2,2890.6,4953.5,4838.5,1862.3,4145.3,1882.4,3464.0,8452.6,3301.9,349.7,6742.9,5744.1,6814.4,173.7,7905.0,3320.0,2145.8,3550.3,3368.8,4889.4,3167.5,6540.5,2070.6,5071.8,3024.6,4667.3,4654.9,7900.7,1875.6,4004.6
"Ålesund, 6008 Ålesund",1106.0,245.3,7177.8,7196.3,2571.7,230.3,257.2,615.1,229.1,59.7,2724.8,362.1,10357.2,8862.6,3127.9,2487.6,1892.1,33.1,11811.8,9790.4,2337.4,233.5,752.2,11103.4,2925.7,8661.5,237.0,3850.4,801.8,5147.0,1923.7,1642.6,5298.2,4687.2,1452.4,899.3,3117.8,195.7,665.1,2420.6,992.4,4640.3,224.0,2714.3,1007.6,4880.1,3802.7,631.6,6273.8,3158.2,11585.3,1053.1,5096.6,5911.8,5431.9,9330.3,3578.2,6259.8,3761.7,11293.0,2114.5,1289.4,9479.1,8574.1,4608.8,5432.4,138.6,1838.2,5457.7,2455.8,461.0,54.4,713.5,11459.8,260.2,234.4,1015.8,79.9,1652.4,4555.1,8659.5,3849.7,515.4,223.5,4393.0,1808.1,279.5,660.1,3801.9,8755.7,405.8,626.0,4615.7,5666.0,365.0,3871.9,0.0,949.2,226.1,8492.7,1027.5,1067.8,8480.0,5503.8,7333.1,4894.7,1869.3,12094.1,705.4,3991.2,4411.5,3018.3,4088.6,3784.9,5179.2,3379.7,5397.0,485.4,680.0,1003.7,836.1,3814.7,4657.6,1186.1,1180.7,1941.5,769.2,5174.9,5517.1,85.7
Rabbevågen barnehage,373.4,1178.9,6951.5,6970.0,2345.4,1163.9,1190.8,1548.7,960.5,998.7,2498.5,1295.7,9624.6,8130.0,2395.3,1866.9,1159.5,972.1,11079.2,9057.8,2111.1,1167.1,398.0,10370.8,2305.0,7928.9,1170.6,3117.8,1735.4,4920.7,1697.4,910.0,4565.6,3954.6,1226.1,278.6,2385.2,894.2,386.4,1799.9,1926.0,3907.7,1157.6,2488.0,1941.2,4147.5,3576.4,401.7,5541.2,2931.9,10852.7,1986.7,4364.0,5291.1,4699.3,8597.7,3351.9,5527.2,3535.4,10560.4,1888.2,2223.0,8746.5,7841.5,3876.2,4699.8,1072.2,1611.9,4725.1,1835.1,1394.6,993.4,375.3,10727.2,969.8,926.5,395.1,1038.2,919.8,3934.4,7926.9,3117.1,1449.0,1157.1,3660.4,1075.5,1213.1,479.3,3575.6,8023.1,867.3,398.2,3883.1,4933.4,714.1,3139.3,966.8,0.0,1159.7,7760.1,294.9,2001.4,7747.4,4771.2,6600.5,4162.1,1136.7,11361.5,349.8,3258.6,3790.8,2792.0,3862.3,3052.3,4952.9,2647.1,4664.4,598.2,416.7,1937.3,215.4,3588.4,3925.0,2119.7,448.1,1715.2,1702.8,4948.6,4784.5,1052.5
"Storgata 16, 6002 Ålesund",1312.1,71.1,7383.9,7402.4,2744.0,94.4,121.3,479.2,459.3,289.9,2897.1,226.2,10563.3,9068.7,3334.0,2693.7,2098.2,263.3,12017.9,9996.5,2543.5,31.6,958.3,11309.5,3131.8,8867.6,101.1,4056.5,866.9,5353.1,2096.0,1848.7,5504.3,4893.3,1658.5,1105.4,3323.9,401.8,871.2,2626.7,1057.5,4846.4,66.3,2886.6,1072.7,5086.2,3975.0,837.7,6479.9,3330.5,11791.4,1118.2,5302.7,6117.9,5638.0,9536.4,3784.3,6465.9,3934.0,11499.1,2286.8,1354.5,9685.2,8780.2,4814.9,5638.5,96.6,2044.3,5663.8,2661.9,325.1,284.6,919.6,11665.9,477.4,440.5,1221.9,293.3,1858.5,4761.2,8865.6,4055.8,379.5,72.1,4599.1,2014.2,143.6,866.2,4008.0,8961.8,611.9,832.1,4821.8,5872.1,571.1,4078.0,240.8,1155.3,0.0,8698.8,1233.6,1132.9,8686.1,5709.9,7539.2,5100.8,2075.4,12300.2,911.5,4197.3,4617.6,3190.6,4294.7,3991.0,5385.3,3585.8,5603.1,691.5,886.1,1068.8,1042.2,4020.8,4863.7,1251.2,1386.8,2113.8,834.3,5381.0,5723.2,326.5
Solsikka barnehage,7842.4,8745.4,11310.3,11328.8,9911.9,8730.4,8757.3,9115.2,8527.0,8565.2,10065.0,8862.2,2131.3,4116.6,5444.5,9088.1,8101.2,8538.6,3585.9,7919.4,9677.6,8733.6,7964.5,2877.5,9452.7,6790.5,8737.1,4839.7,9301.9,12484.4,9263.9,7851.7,4246.5,4950.9,8792.6,7845.1,5441.3,8460.7,7952.9,9096.1,9492.5,4863.9,8724.1,10054.5,9507.7,4642.9,11142.9,7968.2,5928.1,10498.4,3359.4,9553.2,3451.9,7728.7,3096.7,7459.3,10918.4,5914.1,11101.9,8514.5,9454.7,9789.5,1253.2,1043.8,4871.1,4407.1,8638.7,9178.4,4406.0,9106.3,8961.1,8559.9,7941.8,3233.9,8536.3,8493.0,7961.6,8604.7,7861.5,9448.4,6788.5,4839.0,9015.5,8723.6,4211.2,8017.2,8779.6,8045.8,11142.1,4144.2,8433.8,7964.7,4879.5,5484.2,8280.6,4857.1,8533.3,7801.5,8726.2,0.0,7505.0,9567.9,67.3,5322.0,6241.0,4657.5,8078.4,3868.2,7916.3,4706.8,9405.4,10358.5,11428.8,4915.1,12516.6,6104.0,4389.3,8164.7,7983.2,9503.8,7781.9,11154.9,4854.6,9686.2,7639.0,9281.7,9269.3,12512.3,5335.3,8619.0
SOLAVÅGSEIDET 76,337.4,1240.4,7013.0,7031.5,2406.9,1225.4,1252.3,1610.2,1022.0,1060.2,2560.0,1357.2,9329.7,7835.1,2100.4,1928.4,864.6,1033.6,10784.3,8762.9,2172.6,1228.6,459.5,10075.9,2366.5,7634.0,1232.1,2822.9,1796.9,4982.2,1758.9,615.1,4270.7,3659.7,1287.6,340.1,2090.3,955.7,447.9,1861.4,1987.5,3612.8,1219.1,2549.5,2002.7,3852.6,3637.9,463.2,5246.3,2993.4,10557.8,2048.2,4069.1,5352.6,4404.4,8302.8,3413.4,5232.3,3596.9,10265.5,1949.7,2284.5,8451.6,7546.6,3581.3,4404.9,1133.7,1673.4,4430.2,1896.6,1456.1,1054.9,436.8,10432.3,1031.3,988.0,456.6,1099.7,624.9,3995.9,7632.0,2822.2,1510.5,1218.6,3365.5,780.6,1274.6,540.8,3637.1,7728.2,928.8,459.7,3588.2,4638.5,775.6,2844.4,1028.3,296.5,1221.2,7465.2,0.0,2062.9,7452.5,4476.3,6305.6,3867.2,841.8,11066.6,411.3,2963.7,3852.3,2853.5,3923.8,2757.4,5014.4,2352.2,4369.5,659.7,478.2,1998.8,276.9,3649.9,3630.1,2181.2,153.2,1776.7,1764.3,5010.1,4489.6,1114.0
Spar Ellingsøy,2146.1,1130.0,6785.5,6804.0,1666.4,1115.0,1141.9,1499.8,1293.3,1123.9,1819.5,1246.8,11397.3,9902.7,4168.0,3187.6,2932.2,1097.3,12851.9,10819.3,1945.1,1118.2,1792.3,12143.5,3625.7,9690.4,1121.7,4890.5,1252.3,4754.7,1018.4,2682.7,6338.3,5727.3,1070.1,1939.4,4157.9,1235.8,1705.2,3120.6,1442.9,5680.4,1108.7,1809.0,1458.1,5920.2,2897.4,1671.7,7313.9,2252.9,12625.4,1503.6,6136.7,6611.8,6472.0,10359.2,3185.9,7299.9,2856.4,12321.9,1209.2,1739.9,10519.2,9614.2,5648.9,6472.5,1023.3,1208.2,6497.8,3155.8,1345.7,1118.6,1753.6,12499.9,1311.4,1274.5,2055.9,1127.3,2692.5,5255.1,9688.4,4889.8,1400.1,1108.2,5433.1,2848.2,1164.2,1700.2,3409.6,9795.8,1445.9,1666.1,5655.8,6706.1,1405.1,4912.0,1074.8,1989.3,1110.8,9532.8,2067.6,0.0,9520.1,6543.9,8362.0,5934.8,2909.4,13134.2,1745.5,5031.3,5111.5,2113.0,3696.3,4825.0,4786.9,4419.8,6437.1,1525.5,1720.1,1454.2,1876.2,3422.4,5697.7,1636.6,2220.8,1036.2,495.2,4782.6,6557.2,1160.5
Spar Fiskåbygd,7824.6,8727.6,11292.5,11311.0,9894.1,8712.6,8739.5,9097.4,8509.2,8547.4,10047.2,8844.4,2113.5,4098.8,5426.7,9070.3,8083.4,8520.8,3568.1,7901.6,9659.8,8715.8,7946.7,2859.7,9434.9,6772.7,8719.3,4821.9,9284.1,12466.6,9246.1,7833.9,4228.7,4933.1,8774.8,7827.3,5423.5,8442.9,7935.1,9078.3,9474.7,4846.1,8706.3,10036.7,9489.9,4625.1,11125.1,7950.4,5910.3,10480.6,3341.6,9535.4,3434.1,7710.9,3078.9,7441.5,10900.6,5896.3,11084.1,8496.7,9436.9,9771.7,1235.4,1024.3,4853.3,4389.3,8620.9,9160.6,4388.2,9088.5,8943.3,8542.1,7924.0,3216.1,8518.5,8475.2,7943.8,8586.9,7843.7,9430.6,6770.7,4821.2,8997.7,8705.8,4193.4,7999.4,8761.8,8028.0,11124.3,4126.4,8416.0,7946.9,4861.7,5466.4,8262.8,4839.3,8515.5,7783.7,8708.4,68.8,7487.2,9550.1,0.0,5304.2,6223.2,4639.7,8060.6,3850.4,7898.5,4689.0,9387.6,10340.7,11411.0,4897.3,12498.8,6086.2,4371.5,8146.9,7965.4,9486.0,7764.1,11137.1,4836.8,9668.4,7621.2,9263.9,9251.5,12494.5,5317.5,8601.2
Spar Fosnavåg,4846.2,5749.2,10833.9,10852.4,6915.7,5734.2,5761.1,6119.0,5530.8,5569.0,7068.8,5866.0,7171.7,6515.2,2448.3,6437.2,5105.0,5542.4,8626.3,7443.0,6681.4,5737.4,4968.3,7917.9,6875.3,6314.1,5740.9,1843.5,6305.7,9491.0,6267.7,4855.5,2887.4,3007.3,5796.4,4848.9,2445.1,5464.5,4956.7,6370.2,6496.3,2920.3,5727.9,7058.3,6511.5,2708.2,8146.7,4972.0,4460.2,7502.2,8399.8,6557.0,1911.1,6369.6,2246.4,6982.9,7922.2,4446.2,8105.7,8945.6,6458.5,6793.3,6293.6,5388.6,2927.5,3021.6,5642.5,6182.2,3046.9,6405.4,5964.9,5563.7,4945.6,8274.3,5540.1,5496.8,4965.4,5608.5,4865.3,8089.3,6312.1,1842.8,6019.3,5727.4,1195.8,5021.0,5783.4,5049.6,8145.9,6408.3,5437.6,4968.5,2935.9,194.3,5284.4,1860.9,5537.1,4805.3,5730.0,5307.2,4508.8,6571.7,5294.5,0.0,4985.7,2722.8,5082.2,8908.6,4920.1,1710.6,8046.3,7362.3,8432.6,1918.9,9523.2,4160.4,2986.2,5168.5,4987.0,6507.6,4785.7,8158.7,2911.0,6690.0,4642.8,6285.5,6273.1,9518.9,34.3,5622.8
